regions(hg38),enhancer_activity_REF_1,enhancer_activity_REF_2,enhancer_activity_REF_3,enhancer_activity_REF_4,enhancer_activity_ALT_1,enhancer_activity_ALT_2,enhancer_activity_ALT_3,enhancer_activity_ALT_4,REF,ALT,Coding,Active_REF,Active_ALT,qvalue,pvalue,fold,"final_sig(1 DA enhancer; 2 IA enhancer, 0=no change)"
chr7:68363300-68363471,-0.3019206,-0.2311228,-0.2112595,-0.1353299,0.08626885,-0.1100353,-0.2385695,-0.0426356,-0.0762429,-0.2199082,FALSE,0,0,0.20429996,0.12417217,-0.1436653,0
chr7:69402073-69402244,-0.0510098,-0.0583184,-0.2494927,-0.1143013,0.08787773,0.24220156,0.20548017,0.29253124,0.20702268,-0.1182805,FALSE,1,0,0.00968202,0.00215875,-0.3253032,0
chr7:70092412-70092583,-0.0114252,-0.1860207,0.07987727,-0.1407594,-1.0862803,-1.1776272,-0.8316124,-0.7595433,-0.9637658,-0.064582,FALSE,0,0,0.00431582,0.00062195,0.89918376,0
chr7:70709397-70709568,-0.0530978,-0.0814378,-0.3625841,0.05628284,-0.1507494,-0.2279284,-0.096405,-0.1889981,-0.1660202,-0.1102092,FALSE,0,0,0.68145623,0.58623777,0.05581099,0
chr7:72674505-72674676,0.23563144,0.08803977,0.26847105,0.20325249,0.06034422,0.1253281,0.04878486,0.20776387,0.11055526,0.19884869,FALSE,1,1,0.23847988,0.1509951,0.08829343,0
chr7:73473268-73473439,-0.3243881,-0.036387,-0.1617082,-0.1581171,0.54235656,0.33145724,0.56914671,0.34960894,0.44814236,-0.1701501,FALSE,1,0,0.00309643,0.00037126,-0.6182924,1
chr7:73628030-73628201,0.14496359,-0.1926903,0.30357242,0.06493743,-0.596508,-0.8759376,-0.8539581,-0.7002805,-0.7566711,0.08019579,FALSE,0,0,0.00558921,0.00096397,0.83686685,0
chr7:73706179-73706350,-0.4815386,-0.67114,-0.9460133,-0.7645682,0.0303426,-0.0835853,0.24719583,-0.0300362,0.04097923,-0.715815,FALSE,0,0,0.00585871,0.00102801,-0.7567943,0
chr7:74007950-74008121,0.32417423,0.38006877,0.40511993,0.3279504,-0.0357899,0.04050387,0.04236805,-0.0443754,0.00067665,0.35932833,FALSE,0,1,0.00072205,2.98E-05,0.35865168,0
chr7:74028079-74028250,0.13651772,0.13802496,0.12841258,0.01186838,0.1024899,0.06483715,0.16827724,0.14389909,0.11987585,0.10370591,FALSE,1,1,0.76487813,0.68833741,-0.0161699,0
chr7:74240237-74240408,-0.2090517,-0.0137044,-0.2575881,-0.1681727,-0.1277471,-0.0109162,-0.1033809,-0.0417121,-0.0709391,-0.1621292,FALSE,0,0,0.28687228,0.19115999,-0.0911901,0
chr7:74638322-74638493,0.47260785,0.21219138,0.44913725,0.21999284,-0.0127983,-0.0078629,-0.3900781,-0.3395493,-0.1875721,0.33848233,FALSE,0,1,0.02319872,0.00731212,0.52605447,0
chr7:74657282-74657453,-0.0949624,0.05172441,-0.0754031,-0.2143467,0.19569997,-0.0349547,-0.1441834,-0.019042,-0.00062,-0.0832469,FALSE,0,0,0.50441956,0.39416138,-0.0826269,0
chr7:75566347-75566518,0.7069361,0.53920136,0.53117621,0.51184713,-0.6194454,-0.717216,-0.9026458,-0.5169993,-0.6890766,0.5722902,FALSE,0,1,0.0010944,6.51E-05,1.26136681,2
chr7:75965782-75965953,0.06933723,0.01896989,0.30684452,0.32680008,-0.1841236,-0.089024,-0.3320805,-0.1318701,-0.1842745,0.18048793,FALSE,0,1,0.03235151,0.011398,0.36476246,0
chr7:75994669-75994840,0.11465531,0.03521358,0.05215721,-0.0048252,-0.2314968,0.08759146,-0.0690843,0.04226807,-0.0426804,0.04930022,FALSE,0,0,0.40095202,0.29324875,0.09198061,0
chr7:76232218-76232389,-0.3354463,-0.2597041,-0.380015,-0.1228602,-1.2435275,-1.3067548,-1.5143307,-0.9401021,-1.2511788,-0.2745064,FALSE,0,0,0.00687032,0.00132907,0.9766724,0
chr7:7627522-7627693,-0.1504905,-0.1999621,-0.120157,0.04034062,0.11168529,-0.0145844,-0.0381397,0.18401846,0.06074492,-0.1075673,FALSE,0,0,0.12107385,0.06320295,-0.1683122,0
chr7:76307703-76307874,-0.3690428,-0.4419104,-0.3937761,-0.5045375,-0.761059,-0.2474243,-0.1198507,-0.1148251,-0.3107898,-0.4273167,FALSE,0,0,0.60937857,0.50596547,-0.1165269,0
chr7:76336357-76336527,0.05097055,0.19279336,0.04037892,0.03998491,0.15249025,0.0190047,0.18782673,-0.1504169,0.05222619,0.08103193,FALSE,0,0,0.81665433,0.75131445,0.02880575,0
chr7:76365390-76365561,-0.3830493,-0.4178384,-0.5161878,-0.2830261,0.36130279,0.30977467,0.28379325,0.10784043,0.26567778,-0.4000254,FALSE,1,0,0.0014845,0.00010885,-0.6657032,1
chr7:77200631-77200802,0.3438851,0.17951598,0.21087926,0.26950723,0.27342073,0.18618412,0.47736942,0.47258393,0.35238955,0.25094689,FALSE,1,1,0.38175852,0.27533794,-0.1014427,0
chr7:77970297-77970468,-0.0217448,0.05570593,-0.1149859,-0.2067197,0.00265676,-0.0854997,-0.0434738,0.01223189,-0.0285212,-0.0719361,FALSE,0,0,0.61916155,0.51794284,-0.0434149,0
chr7:78045935-78046106,0.14314686,0.1156703,0.43771239,0.20625929,0.10262507,-0.0061011,-0.2963153,-0.1225413,-0.0805831,0.22569721,FALSE,0,1,0.07675497,0.03525384,0.30628036,0
chr7:783808-783979,-0.1481919,0.09676865,0.00536328,-0.0282759,0.45577145,0.3287512,0.56685753,0.28951171,0.41022297,-0.018584,FALSE,1,0,0.00956452,0.00211271,-0.4288069,0
chr7:812066-812237,0.10661003,-0.248801,-0.2394014,-0.113061,0.22043091,-0.0829954,0.13840719,-0.0093745,0.06661704,-0.1236634,FALSE,0,0,0.21071516,0.12928592,-0.1902804,0
chr7:813949-814120,0.09409148,0.38766765,0.15626907,0.1602468,-0.070549,-0.1605653,0.05650366,-0.0714164,-0.0615067,0.19956875,FALSE,0,0,0.04761442,0.0188723,0.26107549,0
chr7:82299374-82299545,-0.3271897,-0.3733017,-0.5337574,-0.0180629,-1.0101472,-1.4463742,-1.0065301,-1.1760411,-1.1597732,-0.3130779,FALSE,0,0,0.00678357,0.00130604,0.84669526,0
chr7:823443-823614,-0.2130008,-0.0258333,-0.2994195,-0.1567804,-0.0223574,-0.2875385,-0.1705601,-0.204841,-0.1713243,-0.1737585,FALSE,0,0,0.98527401,0.97664122,-0.0024342,0
chr7:828361-828532,-0.3525409,-0.3011438,-0.6249315,-0.3072168,-0.3870572,0.01260907,-0.3104548,-0.0590327,-0.1859839,-0.3964582,FALSE,0,0,0.22662944,0.14129721,-0.2104744,0
chr7:835740-835911,-0.4399689,-0.3346278,-0.5219543,-0.3648368,-0.2025344,-0.1211674,-0.1795072,-0.0484156,-0.1379062,-0.415347,FALSE,0,0,0.01056187,0.00243042,-0.2774408,0
chr7:86228032-86228202,-0.2225307,-0.0307321,-0.2828862,-0.3752304,0.02782965,0.07689254,-0.0066139,-0.0105375,0.02189271,-0.2278448,FALSE,0,0,0.07962809,0.03695904,-0.2497375,0
chr7:87876521-87876692,0.14566248,0.2204799,0.32255113,0.58343689,-0.226963,-0.1222227,-0.3384177,-0.1519734,-0.2098942,0.3180326,FALSE,0,1,0.02018373,0.00602208,0.52792683,0
chr7:88171270-88171441,-0.4747461,0.02536321,-0.3620995,-0.3397834,-0.1004009,-0.024588,-0.3564781,0.17430525,-0.0767904,-0.2878164,FALSE,0,0,0.32125245,0.22051384,-0.211026,0
chr7:94277524-94277695,0.35690978,0.06326015,0.13468433,0.07583495,0.64103653,0.65369703,0.61069853,0.64340311,0.6372088,0.1576723,FALSE,1,1,0.01852926,0.00539173,-0.4795365,0
chr7:94416300-94416471,-0.029968,-0.0188118,0.05720337,-0.0576904,-0.3627744,0.25054076,0.05145508,0.28716538,0.05659671,-0.0123167,FALSE,0,0,0.75647563,0.67781053,-0.0689134,0
chr7:94451460-94451631,-0.1581003,-0.514981,-1.0777089,-0.5714498,0.02054049,0.03094982,0.48063978,-0.0565796,0.11888762,-0.58056,FALSE,0,0,0.06036394,0.02581856,-0.6994476,0
chr7:94655081-94655252,-0.3075371,-0.4340943,-0.088255,-0.2762335,0.09539716,0.24140404,0.19236038,0.23125016,0.19010294,-0.27653,FALSE,1,0,0.01334839,0.00337326,-0.4666329,0
chr7:95549638-95549809,0.34498925,0.29133454,0.27705867,0.12724735,0.49255135,0.03593321,-0.0487628,0.2602911,0.18500322,0.26015745,FALSE,0,1,0.68972019,0.59557346,0.07515423,0
chr7:95609013-95609184,0.94519633,0.80074897,0.79498588,0.76442522,0.06728172,0.47298851,0.12985666,0.05956398,0.18242272,0.8263391,FALSE,1,1,0.01428632,0.00375852,0.64391638,2
chr7:98262185-98262356,0.02069362,0.11208746,-0.148068,0.19030007,-0.3664487,-0.6948268,-0.3900995,-0.5424167,-0.4984479,0.04375329,FALSE,0,0,0.00960038,0.00213391,0.54220121,0
chr7:98410305-98410476,0.09677954,-0.1101374,0.03937613,0.07894188,-0.0913675,0.22957913,0.17292161,0.03249203,0.08590631,0.02624005,FALSE,0,0,0.61937933,0.51841064,-0.0596663,0
chr7:98531839-98532010,-1.2103677,-1.298977,-1.2435017,-1.1532456,0.82675466,0.93303264,0.94205625,0.83704574,0.88472232,-1.226523,FALSE,1,0,1.07E-05,4.94E-09,-2.1112453,1
chr7:98667842-98668013,-2.1291456,-1.8303321,-1.8522872,-1.7680962,-0.1258006,-0.0577754,-0.0787818,-0.2437459,-0.126526,-1.8949653,FALSE,0,0,0.00053266,1.55E-05,-1.7684393,0
chr7:99401202-99401373,-0.0259937,0.05468896,0.17786985,0.06314687,-0.5892911,-0.4253383,-0.5582428,-0.4280395,-0.5002279,0.06742801,FALSE,0,0,0.00123091,7.98E-05,0.56765595,0
chr8:100309263-100309434,0.09716702,-0.1836232,-0.1628536,-0.164967,-0.0561233,-0.5562793,0.43773478,-0.3130077,-0.1219189,-0.1035692,FALSE,0,0,0.95598979,0.93879652,0.01834967,0
chr8:100422597-100422768,-0.2816119,-0.3558317,-0.3653167,-0.2070447,-0.0095597,0.02449895,0.11542968,0.10580525,0.05904354,-0.3024512,FALSE,0,0,0.00292716,0.00033071,-0.3614948,0
chr8:10080960-10081131,-0.0044252,0.15691669,0.06745403,0.07819741,0.22763268,-0.2307185,-0.1281261,-0.218589,-0.0874502,0.07453574,FALSE,0,0,0.33299645,0.2314928,0.16198597,0
chr8:101029040-101029211,-0.0058509,-0.4673347,-0.247211,-0.1734673,-0.3390853,-0.1771885,-0.4047681,-0.1547361,-0.2689445,-0.223466,FALSE,0,0,0.77821968,0.70500925,0.04547852,0
chr8:101482710-101482881,0.0825221,0.12812496,0.4815319,0.17056814,0.07387599,0.34927825,-0.0050228,0.1187914,0.1342307,0.21568677,FALSE,0,1,0.61909526,0.51717365,0.08145607,0
chr8:102804829-102804999,-3.4977971,-2.4125985,-2.3415702,-2.4150831,-0.1652243,0.19145248,-0.0124041,-0.4275093,-0.1034213,-2.6667622,FALSE,0,0,0.00517391,0.00084462,-2.5633409,0
chr8:102830142-102830313,-0.2607281,-0.4959833,-0.5248819,-0.2443397,0.29382652,0.3360827,-0.2021188,-0.1697435,0.06451172,-0.3814832,FALSE,0,0,0.09496407,0.04609162,-0.445995,0
chr8:102864814-102864985,0.18227777,0.04549359,-0.1126881,0.12957044,-0.0338361,0.12189183,-0.1530735,-0.204379,-0.0673492,0.06116342,FALSE,0,0,0.33606508,0.2340135,0.12851262,0
chr8:103013270-103013441,-0.0011085,-0.1180832,-0.3445606,-0.1544677,0.02916288,-0.2624732,-0.2338574,-0.3051309,-0.1930747,-0.154555,FALSE,0,0,0.79495563,0.72347012,0.03851964,0
chr8:106658609-106658780,0.22348844,0.13120339,-0.5413606,-0.0486599,-0.6355156,-0.3887656,-0.1439032,-0.1624898,-0.3326686,-0.0588322,FALSE,0,0,0.34053375,0.23798889,0.27383639,0
chr8:106795394-106795565,-0.0504435,-0.1325004,0.03915902,-0.0506129,-0.0099102,-0.0153339,-0.2713628,0.01056036,-0.0715116,-0.0485994,FALSE,0,0,0.83622477,0.77491061,0.0229122,0
chr8:107804178-107804349,0.06227165,0.18507376,0.04084675,0.15913298,0.33754775,0.46308019,0.33960078,0.65102996,0.44781467,0.11183129,FALSE,1,0,0.03528136,0.01269055,-0.3359834,0
chr8:107895660-107895831,-0.681178,0.03550342,-0.1474258,-0.1967428,-0.1968912,-0.3519981,-0.0112524,-0.1979137,-0.1895138,-0.2474608,FALSE,0,0,0.81347836,0.74689206,-0.057947,0
chr8:108142238-108142409,0.04738067,0.18721803,-0.233679,0.14074841,-0.0413629,0.00502714,-0.2297301,-0.0553362,-0.0803505,0.03541703,FALSE,0,0,0.44384454,0.33393238,0.11576753,0
chr8:10838732-10838903,0.28777715,0.02953738,0.08583991,0.0754496,0.02835888,0.2884403,0.31003954,0.20510091,0.20798491,0.11965101,FALSE,1,0,0.45547607,0.34415381,-0.0883339,0
chr8:108448498-108448669,0.73739691,0.79513897,0.66159324,0.6092652,0.39005071,-0.1389167,0.08762922,0.12230355,0.11526671,0.70084858,FALSE,0,1,0.02483701,0.00802321,0.58558187,2
chr8:109135462-109135633,0.23464977,-0.1689077,-0.1017608,0.02201246,0.13139758,-0.0881934,0.14329018,0.02984676,0.05408527,-0.0035016,FALSE,0,0,0.69515622,0.60299232,-0.0575868,0
chr8:110211551-110211722,-0.3327091,0.07848903,-0.0514139,0.16453839,5.27E-05,-0.1390682,0.05355438,-0.0289919,-0.0286133,-0.0352739,FALSE,0,0,0.96868766,0.95707323,-0.0066606,0
chr8:11116768-11116939,0.08939986,-0.0426984,0.23449853,0.06516724,0.27384577,0.2747799,-0.1688006,-0.2440954,0.03393244,0.0865918,FALSE,0,0,0.81171939,0.74471558,0.05265936,0
chr8:112059558-112059729,-0.4279518,-0.5251978,-0.7247813,-0.6819144,-0.3615011,-0.1019674,-0.235666,-0.3207256,-0.254965,-0.5899613,FALSE,0,0,0.02990785,0.01027501,-0.3349963,0
chr8:112339078-112339249,0.29307714,-0.0801475,0.31863465,-0.019702,-0.2387452,-0.2564394,-0.0978221,-0.0902316,-0.1708096,0.12796559,FALSE,0,0,0.11011623,0.05593407,0.29877517,0
chr8:113793581-113793752,0.13310503,-0.1417528,-0.097753,0.00705171,0.0730834,0.24716305,-0.061828,0.32259812,0.14525415,-0.0248372,FALSE,0,0,0.25618026,0.16521471,-0.1700914,0
chr8:11474402-11474573,0.11827569,-0.1787366,0.01393675,0.09809306,0.33975222,0.41664078,0.40091141,0.1123575,0.31741548,0.01289223,FALSE,1,0,0.05099589,0.02067115,-0.3045232,0
chr8:11622521-11622692,-0.2638422,0.3033953,0.07301096,-0.0493818,-0.1354659,-0.0522291,0.31747614,0.14844083,0.06955549,0.01579557,FALSE,0,0,0.8100366,0.74279815,-0.0537599,0
chr8:11700472-11700643,0.04657317,0.02806013,-0.1115261,0.00065581,-0.2333516,-0.3708149,-0.2861194,-0.2181328,-0.2771047,-0.0090592,FALSE,0,0,0.00795693,0.00163285,0.26804544,0
chr8:11703524-11703695,-2.5308679,-2.6793243,-1.5796154,-2.0334826,-0.0175433,0.15694953,0.2124321,-0.0271958,0.08116064,-2.2058226,FALSE,0,0,0.0089155,0.00192001,-2.2869832,0
chr8:11730593-11730764,-0.67533,-0.5159418,-0.7666783,-0.9972124,0.06356921,0.1617059,-0.1518023,0.09441875,0.04197289,-0.7387906,FALSE,0,0,0.00610405,0.00110765,-0.7807635,0
chr8:11742578-11742749,-0.1681489,-0.0258309,0.13219674,-0.1302282,0.18875853,0.39113153,0.41689897,0.39406547,0.34771362,-0.0480028,FALSE,1,0,0.01525244,0.00413578,-0.3957164,0
chr8:117520319-117520490,0.14485799,-0.2803194,0.21925442,0.11817354,0.41433272,0.41914804,-0.1576226,0.48875329,0.29115287,0.05049164,FALSE,1,0,0.35488501,0.25104616,-0.2406612,0
chr8:11753881-11754052,0.35455024,0.0612884,0.04095809,0.04817053,0.21615898,0.12963582,0.38542589,0.00039272,0.18290335,0.12624182,FALSE,0,1,0.71467497,0.62816255,-0.0566615,0
chr8:11755236-11755407,-1.5169726,-1.5910072,-1.3219634,-1.4418023,0.08773591,-0.2068838,0.20030594,-0.0274749,0.01342077,-1.4679364,FALSE,0,0,0.00065771,2.32E-05,-1.4813571,0
chr8:11756786-11756957,0.02203122,0.0681124,0.13836782,-0.0374991,0.22584362,0.11734917,0.17512952,0.18390234,0.17555616,0.04775308,FALSE,1,0,0.07226426,0.03257474,-0.1278031,0
chr8:11801022-11801193,-0.0309678,0.04894997,0.00096931,-0.2308967,-0.1362185,-0.1410126,0.01636016,-0.163455,-0.1060815,-0.0529863,FALSE,0,0,0.60791358,0.50418841,0.05309519,0
chr8:11828590-11828761,0.36563007,0.08282547,0.33975351,0.20245407,-0.2772923,-0.2187775,-0.3876149,-0.152372,-0.2590142,0.24766578,FALSE,0,1,0.00607769,0.00109586,0.50667995,0
chr8:11858784-11858955,0.1815158,-0.1377913,-0.2111505,-0.0913662,-0.0475303,-0.0980045,0.03311504,-0.0758593,-0.0470698,-0.064698,FALSE,0,0,0.89443036,0.85565865,-0.0176282,0
chr8:118729549-118729720,0.3875929,0.01364336,0.12607755,0.11724213,0.21428329,0.35713173,0.12292296,0.38817192,0.27062747,0.16113899,FALSE,1,0,0.43216977,0.32245823,-0.1094885,0
chr8:11956128-11956299,-0.0483751,-0.0275499,-0.0168032,0.07073594,-0.5501724,-0.6218358,-0.8694345,-0.5985525,-0.6599988,-0.0054981,FALSE,0,0,0.00664084,0.00126171,0.65450076,0
chr8:121654588-121654759,0.10682626,-0.0405527,-0.0903806,5.63E-05,0.05873052,0.05165273,0.08234844,-0.109144,0.02089691,-0.0060127,FALSE,0,0,0.7526983,0.67286404,-0.0269096,0
chr8:122606883-122607054,0.1979038,0.48534953,0.12411807,0.35852081,0.44490685,0.20163565,-0.203517,0.23421351,0.16930974,0.29147305,FALSE,1,1,0.58004209,0.47465284,0.12216331,0
chr8:122687187-122687358,-0.3717338,-0.5929991,-0.5890768,-0.5638457,-0.0329629,-0.0932804,-0.0938153,0.07104023,-0.0372546,-0.5294139,FALSE,0,0,0.00339905,0.00043576,-0.4921593,0
chr8:123156753-123156924,-0.3191156,-0.2569064,-0.117297,-0.1807929,0.09232076,0.10042532,-0.1106354,0.06340096,0.03637791,-0.218528,FALSE,0,0,0.02660717,0.00877908,-0.2549059,0
chr8:123511002-123511173,-0.0018394,-0.1493026,-0.2604206,0.1826027,-0.1242708,0.00848026,0.08987921,0.11971706,0.02345143,-0.05724,FALSE,0,0,0.60363453,0.49896929,-0.0806914,0
chr8:123655492-123655663,-0.2402094,-0.2152723,-0.221573,-0.252308,0.01004102,0.16704119,-0.0433164,-0.0860867,0.01191976,-0.2323407,FALSE,0,0,0.05015296,0.02021383,-0.2442604,0
chr8:124016553-124016724,0.2603049,-0.1791893,-0.0503099,-0.2263735,-0.5447695,-0.408916,-0.2996435,-0.2663803,-0.3799273,-0.0488919,FALSE,0,0,0.10015866,0.04916712,0.33103538,0
chr8:124382743-124382914,0.23813507,0.11511328,0.48626424,0.29193881,0.11622292,-0.0028792,-0.1219047,0.15176654,0.03580138,0.28286285,FALSE,0,1,0.09952249,0.04880893,0.24706147,0
chr8:124601571-124601742,0.55405506,0.52486502,0.3119554,0.38756621,-0.542988,-0.3556054,-0.4092397,-0.4823717,-0.4475512,0.44461042,FALSE,0,1,0.00072391,3.02E-05,0.89216164,2
chr8:124648158-124648329,0.46118132,-0.1726914,0.07220158,0.16216099,0.49796627,0.43826367,0.17014702,0.39761604,0.37599825,0.13071313,FALSE,1,0,0.25656836,0.16558331,-0.2452851,0
chr8:12796523-12796694,-0.112145,-0.2706509,-0.1346637,-0.2308049,-0.1038331,-0.188482,-0.1842574,-0.2765188,-0.1882729,-0.1870661,FALSE,0,0,0.98786602,0.98217161,0.00120673,0
chr8:12857667-12857838,-0.6767338,-0.574456,-0.8601505,-0.7344509,0.09673936,0.26182736,-0.1408391,-0.0098714,0.05196406,-0.7114478,FALSE,0,0,0.00389796,0.00053836,-0.7634119,0
chr8:129838831-129839002,-0.1565129,-0.1002796,-0.1259776,-0.2144044,-0.0386714,0.11576195,0.23715107,0.14941818,0.11591495,-0.1492936,FALSE,0,0,0.03555837,0.01286398,-0.2652086,0
chr8:13031960-13032131,0.10528359,0.12960963,0.07341341,0.31109028,0.49729832,0.40357795,0.58663926,0.30892289,0.44910961,0.15484923,FALSE,1,1,0.03076806,0.01068404,-0.2942604,0
chr8:13117349-13117520,0.69202381,0.48823606,0.78431348,0.7333279,0.2955648,0.15961774,0.44878123,0.354609,0.31464319,0.67447531,FALSE,1,1,0.02201998,0.0067578,0.35983212,0
chr8:13119380-13119551,-0.0767223,-0.1185076,-0.239681,0.04849514,-0.2505767,-0.5968879,-0.4541779,-0.3432023,-0.4112112,-0.096604,FALSE,0,0,0.04523554,0.01764781,0.31460726,0
chr8:132431393-132431564,0.01117692,-0.1352948,-0.1711792,-0.1661503,0.3265218,0.02944596,0.27486625,0.186669,0.20437575,-0.1153618,FALSE,1,0,0.02623129,0.00861272,-0.3197376,0
chr8:133406615-133406786,-0.0382029,-0.2048544,-0.3498614,-0.0405692,0.02255654,-0.1835248,-0.1029728,-0.3359526,-0.1499734,-0.158372,FALSE,0,0,0.95618146,0.93942569,-0.0083986,0
chr8:133559898-133560069,-0.1049982,0.00842419,-0.2557941,-0.206947,0.28483484,-0.1755987,-0.2985999,-0.228908,-0.1045679,-0.1398288,FALSE,0,0,0.86886715,0.81898291,-0.0352608,0
chr8:133571891-133572062,-0.1351059,-0.0435442,-0.0780881,-0.0541327,0.26619557,0.03717684,-0.063381,0.09501735,0.08375218,-0.0777177,FALSE,0,0,0.16942065,0.09754286,-0.1614699,0
chr8:135584834-135585005,0.26662023,0.50018587,0.18019901,-0.0374714,-0.150227,-0.1553637,0.05362933,0.04167163,-0.0525724,0.22738342,FALSE,0,1,0.14777826,0.08160686,0.27995587,0
chr8:137740920-137741091,0.22711046,0.31096097,0.13968252,0.03867478,0.29626448,0.66481995,0.06539156,0.39444696,0.35523074,0.17910718,FALSE,1,0,0.36988667,0.26447281,-0.1761236,0
chr8:137789086-137789257,-0.055512,0.03119995,0.01310074,0.29972467,-0.0261972,0.12841648,-0.0994031,0.10834545,0.02779041,0.07212834,FALSE,0,0,0.74156196,0.66000212,0.04433793,0
chr8:138288885-138289056,-0.0843871,0.29629551,-0.1808508,-0.1177535,-0.1327335,-0.2987278,0.09001441,0.08413275,-0.0643286,-0.021674,FALSE,0,0,0.83634907,0.77560432,0.04265457,0
chr8:138784597-138784768,-0.1120331,-0.0027453,-0.1146941,-0.1023219,-0.1365772,-0.0722009,-0.0201087,0.30251653,0.01840742,-0.0829486,FALSE,0,0,0.4933201,0.38184818,-0.101356,0
chr8:139712063-139712234,-0.3223064,-0.2442005,-0.2538868,-0.3536388,-0.0958164,-0.0594401,-0.214141,-0.1185436,-0.1219853,-0.2935081,FALSE,0,0,0.0233753,0.00741628,-0.1715229,0
chr8:140343997-140344168,0.069057,-0.0038968,-0.0099094,-0.0897126,-0.2448324,-0.0817473,-0.2801504,-0.1512631,-0.1894983,-0.0086154,FALSE,0,0,0.04950254,0.01983754,0.18088287,0
chr8:140694192-140694363,-0.6968816,-0.8424188,-0.7248071,-0.4365507,0.24131407,-0.0369532,-0.0098995,0.05837922,0.06321015,-0.6751645,FALSE,0,0,0.00438249,0.00063358,-0.7383747,0
chr8:140953564-140953735,-0.0359966,0.06407562,-0.1568261,0.02385926,-0.1601283,0.27408493,-0.069609,0.01539122,0.01493472,-0.0262219,FALSE,0,0,0.785968,0.71347845,-0.0411567,0
chr8:141277948-141278119,-0.1795503,0.00839554,-0.1467766,0.30735022,-0.2300591,-0.0421171,-0.0168032,0.32030198,0.00783067,-0.0026453,FALSE,0,0,0.96312015,0.94979591,-0.0104759,0
chr8:141710993-141711164,0.09271167,-0.3381919,-0.100628,-0.1103203,-0.6038882,-0.3877476,-0.2562779,-0.2400477,-0.3719903,-0.1141071,FALSE,0,0,0.14348038,0.07867105,0.25788321,0
chr8:141868446-141868617,-0.2166098,0.0822988,-0.110108,0.00701125,-0.2523509,-0.4690117,-0.1341964,-0.2712273,-0.2816965,-0.0593519,FALSE,0,0,0.11518215,0.05903849,0.22234462,0
chr8:142534149-142534320,-0.1379126,-0.1816334,-0.1750439,-0.2685509,0.11687822,0.07787394,0.02276775,0.12561771,0.08578441,-0.1907852,FALSE,1,0,0.00276778,0.00029994,-0.2765696,0
chr8:142545120-142545291,-0.7436068,-0.8820152,-0.7569179,-0.6825969,-0.0606708,-0.1547737,-0.1330262,0.0327435,-0.0789318,-0.7662842,FALSE,0,0,0.0006697,2.53E-05,-0.6873524,0
chr8:142976845-142977016,0.40652007,0.12320453,0.23701858,0.24228456,-1.2554082,-0.5862335,-1.3306657,-0.7860325,-0.989585,0.25225694,FALSE,0,1,0.01481544,0.00396604,1.24184192,2
chr8:143935007-143935178,0.55606728,0.40256869,0.53971867,0.58471003,-0.8970754,-0.7580517,-0.7323283,-0.7093871,-0.7742106,0.52076617,FALSE,0,1,0.00010151,5.62E-07,1.29497681,2
chr8:143942541-143942712,0.29873107,0.23824007,0.35210039,0.38806579,0.59315321,0.59018382,0.71133092,0.48655711,0.59530626,0.31928433,FALSE,1,1,0.01394991,0.0036089,-0.2760219,0
chr8:143995289-143995460,0.8736256,0.78788079,0.76510511,0.73979519,-0.0781462,0.1365082,-0.1272339,0.01650388,-0.013092,0.79160167,FALSE,0,1,0.0017104,0.00013566,0.80469366,2
chr8:144324445-144324616,0.02578434,0.17176991,-0.0546246,0.07683347,0.30276151,0.08007108,-0.0059796,0.05160869,0.10711543,0.05494079,FALSE,0,0,0.65087688,0.55347796,-0.0521746,0
chr8:144421244-144421415,-0.3262982,0.04591659,-0.3243779,-0.1920707,-0.1534042,-0.0413182,0.10017908,0.02616034,-0.0170957,-0.1992076,FALSE,0,0,0.22074867,0.13676543,-0.1821118,0
chr8:144500592-144500763,-0.4562312,-0.3207382,-0.3042982,-0.2654778,-0.1216617,-0.4276099,-0.2053652,-0.1439533,-0.2246475,-0.3366864,FALSE,0,0,0.32941327,0.22809039,-0.1120388,0
chr8:144504821-144504992,-0.1408008,-0.2208268,-0.1784306,0.0031423,-0.1957564,-0.4369043,-0.4279004,-0.0227777,-0.2708347,-0.134229,FALSE,0,0,0.38699719,0.28072242,0.13660572,0
