,Unnamed: 0,guide_chr,guide_start,guide_end,score,strand,protospacer_target,intended_target_region,gene_target,source,closest_gene,closest_dist,closest_gene_target,closest_dist_target
11711,11711,chr6,21587758,21587777,.,+,chr6:21587758-21587777(+),chr6:21587601-21588101,Element1044,TF,SOX4,5900,SOX4,5900
11712,11712,chr6,21587804,21587823,.,-,chr6:21587804-21587823(-),chr6:21587601-21588101,Element1044,TF,SOX4,5900,SOX4,5900
11713,11713,chr6,21587852,21587871,.,+,chr6:21587852-21587871(+),chr6:21587601-21588101,Element1044,TF,SOX4,5900,SOX4,5900
11714,11714,chr6,21587922,21587941,.,+,chr6:21587922-21587941(+),chr6:21587601-21588101,Element1044,TF,SOX4,5900,SOX4,5900
11715,11715,chr6,21587955,21587974,.,+,chr6:21587955-21587974(+),chr6:21587601-21588101,Element1044,TF,SOX4,5900,SOX4,5900
11716,11716,chr6,21588002,21588021,.,-,chr6:21588002-21588021(-),chr6:21587601-21588101,Element1044,TF,SOX4,5900,SOX4,5900
11717,11717,chr6,21588059,21588078,.,-,chr6:21588059-21588078(-),chr6:21587601-21588101,Element1044,TF,SOX4,5900,SOX4,5900
11718,11718,chr6,21589266,21589285,.,-,chr6:21589266-21589285(-),chr6:21589191-21589691,Element1045,TF,SOX4,4310,SOX4,4310
11719,11719,chr6,21589291,21589310,.,-,chr6:21589291-21589310(-),chr6:21589191-21589691,Element1045,TF,SOX4,4310,SOX4,4310
11720,11720,chr6,21589375,21589394,.,-,chr6:21589375-21589394(-),chr6:21589191-21589691,Element1045,TF,SOX4,4310,SOX4,4310
11721,11721,chr6,21589395,21589414,.,-,chr6:21589395-21589414(-),chr6:21589191-21589691,Element1045,TF,SOX4,4310,SOX4,4310
11722,11722,chr6,21589443,21589462,.,-,chr6:21589443-21589462(-),chr6:21589191-21589691,Element1045,TF,SOX4,4310,SOX4,4310
11723,11723,chr6,21589506,21589525,.,-,chr6:21589506-21589525(-),chr6:21589191-21589691,Element1045,TF,SOX4,4310,SOX4,4310
11724,11724,chr6,21589555,21589574,.,-,chr6:21589555-21589574(-),chr6:21589191-21589691,Element1045,TF,SOX4,4310,SOX4,4310
11725,11725,chr6,21589595,21589614,.,+,chr6:21589595-21589614(+),chr6:21589191-21589691,Element1045,TF,SOX4,4310,SOX4,4310
11726,11726,chr6,21589648,21589667,.,+,chr6:21589648-21589667(+),chr6:21589191-21589691,Element1045,TF,SOX4,4310,SOX4,4310
11727,11727,chr6,21593787,21593806,.,+,chr6:21593787-21593806(+),chr6:21593768-21594268,Element1046,TF,SOX4,267,SOX4,267
11728,11728,chr6,21593826,21593845,.,+,chr6:21593826-21593845(+),chr6:21593768-21594268,Element1046,TF,SOX4,267,SOX4,267
11729,11729,chr6,21593910,21593929,.,+,chr6:21593910-21593929(+),chr6:21593768-21594268,Element1046,TF,SOX4,267,SOX4,267
11730,11730,chr6,21593950,21593969,.,-,chr6:21593950-21593969(-),chr6:21593768-21594268,Element1046,TF,SOX4,267,SOX4,267
11731,11731,chr6,21593985,21594004,.,-,chr6:21593985-21594004(-),chr6:21593768-21594268,Element1046,TF,SOX4,267,SOX4,267
11732,11732,chr6,21594023,21594042,.,+,chr6:21594023-21594042(+),chr6:21593768-21594268,Element1046,TF,SOX4,267,SOX4,267
11733,11733,chr6,21594075,21594094,.,-,chr6:21594075-21594094(-),chr6:21593768-21594268,Element1046,TF,SOX4,267,SOX4,267
11734,11734,chr6,21594154,21594173,.,+,chr6:21594154-21594173(+),chr6:21593768-21594268,Element1046,TF,SOX4,267,SOX4,267
11735,11735,chr6,21594191,21594210,.,-,chr6:21594191-21594210(-),chr6:21593768-21594268,Element1046,TF,SOX4,267,SOX4,267
11736,11736,chr6,21594240,21594259,.,-,chr6:21594240-21594259(-),chr6:21593768-21594268,Element1046,TF,SOX4,267,SOX4,267
11737,11737,chr6,21596585,21596604,.,-,chr6:21596585-21596604(-),chr6:21596566-21597066,Element1047,TF,SOX4,3065,SOX4,3065
11738,11738,chr6,21596633,21596652,.,+,chr6:21596633-21596652(+),chr6:21596566-21597066,Element1047,TF,SOX4,3065,SOX4,3065
11739,11739,chr6,21596680,21596699,.,-,chr6:21596680-21596699(-),chr6:21596566-21597066,Element1047,TF,SOX4,3065,SOX4,3065
11740,11740,chr6,21596718,21596737,.,-,chr6:21596718-21596737(-),chr6:21596566-21597066,Element1047,TF,SOX4,3065,SOX4,3065
11741,11741,chr6,21596793,21596812,.,+,chr6:21596793-21596812(+),chr6:21596566-21597066,Element1047,TF,SOX4,3065,SOX4,3065
11742,11742,chr6,21596843,21596862,.,-,chr6:21596843-21596862(-),chr6:21596566-21597066,Element1047,TF,SOX4,3065,SOX4,3065
11743,11743,chr6,21596875,21596894,.,+,chr6:21596875-21596894(+),chr6:21596566-21597066,Element1047,TF,SOX4,3065,SOX4,3065
11744,11744,chr6,21596922,21596941,.,+,chr6:21596922-21596941(+),chr6:21596566-21597066,Element1047,TF,SOX4,3065,SOX4,3065
11745,11745,chr6,21597013,21597032,.,+,chr6:21597013-21597032(+),chr6:21596566-21597066,Element1047,TF,SOX4,3065,SOX4,3065
11746,11746,chr6,21597019,21597038,.,+,chr6:21597019-21597038(+),chr6:21596566-21597066,Element1047,TF,SOX4,3065,SOX4,3065
11747,11747,chr6,21741220,21741239,.,+,chr6:21741220-21741239(+),chr6:21741206-21741706,Element1048,TF,LOC124901274,13244,SOX4,147705
11748,11748,chr6,21741293,21741312,.,-,chr6:21741293-21741312(-),chr6:21741206-21741706,Element1048,TF,LOC124901274,13244,SOX4,147705
11749,11749,chr6,21741335,21741354,.,+,chr6:21741335-21741354(+),chr6:21741206-21741706,Element1048,TF,LOC124901274,13244,SOX4,147705
11750,11750,chr6,21741402,21741421,.,-,chr6:21741402-21741421(-),chr6:21741206-21741706,Element1048,TF,LOC124901274,13244,SOX4,147705
11751,11751,chr6,21741435,21741454,.,+,chr6:21741435-21741454(+),chr6:21741206-21741706,Element1048,TF,LOC124901274,13244,SOX4,147705
11752,11752,chr6,21741473,21741492,.,+,chr6:21741473-21741492(+),chr6:21741206-21741706,Element1048,TF,LOC124901274,13244,SOX4,147705
11753,11753,chr6,21741515,21741534,.,+,chr6:21741515-21741534(+),chr6:21741206-21741706,Element1048,TF,LOC124901274,13244,SOX4,147705
11754,11754,chr6,21741599,21741618,.,+,chr6:21741599-21741618(+),chr6:21741206-21741706,Element1048,TF,LOC124901274,13244,SOX4,147705
11755,11755,chr6,21741610,21741629,.,+,chr6:21741610-21741629(+),chr6:21741206-21741706,Element1048,TF,LOC124901274,13244,SOX4,147705
11756,11756,chr6,21741669,21741688,.,-,chr6:21741669-21741688(-),chr6:21741206-21741706,Element1048,TF,LOC124901274,13244,SOX4,147705
11757,11757,chr6,27374787,27374806,.,-,chr6:27374787-27374806(-),chr6:27374777-27375277,Element1049,TF,ZNF204P,347,ZNF184,98078
11758,11758,chr6,27374854,27374873,.,-,chr6:27374854-27374873(-),chr6:27374777-27375277,Element1049,TF,ZNF204P,347,ZNF184,98078
11759,11759,chr6,27374903,27374922,.,-,chr6:27374903-27374922(-),chr6:27374777-27375277,Element1049,TF,ZNF204P,347,ZNF184,98078
11760,11760,chr6,27374972,27374991,.,-,chr6:27374972-27374991(-),chr6:27374777-27375277,Element1049,TF,ZNF204P,347,ZNF184,98078
11761,11761,chr6,27374980,27374999,.,-,chr6:27374980-27374999(-),chr6:27374777-27375277,Element1049,TF,ZNF204P,347,ZNF184,98078
11762,11762,chr6,27375055,27375074,.,-,chr6:27375055-27375074(-),chr6:27374777-27375277,Element1049,TF,ZNF204P,347,ZNF184,98078
11763,11763,chr6,27375089,27375108,.,-,chr6:27375089-27375108(-),chr6:27374777-27375277,Element1049,TF,ZNF204P,347,ZNF184,98078
11764,11764,chr6,27375128,27375147,.,-,chr6:27375128-27375147(-),chr6:27374777-27375277,Element1049,TF,ZNF204P,347,ZNF184,98078
11765,11765,chr6,27375177,27375196,.,-,chr6:27375177-27375196(-),chr6:27374777-27375277,Element1049,TF,ZNF204P,347,ZNF184,98078
11766,11766,chr6,27375237,27375256,.,-,chr6:27375237-27375256(-),chr6:27374777-27375277,Element1049,TF,ZNF204P,347,ZNF184,98078
11767,11767,chr6,27378304,27378323,.,+,chr6:27378304-27378323(+),chr6:27378276-27378776,Element1050,TF,ZNF204P,3152,ZNF184,94579
11768,11768,chr6,27378383,27378402,.,-,chr6:27378383-27378402(-),chr6:27378276-27378776,Element1050,TF,ZNF204P,3152,ZNF184,94579
11769,11769,chr6,27378429,27378448,.,+,chr6:27378429-27378448(+),chr6:27378276-27378776,Element1050,TF,ZNF204P,3152,ZNF184,94579
11770,11770,chr6,27378482,27378501,.,+,chr6:27378482-27378501(+),chr6:27378276-27378776,Element1050,TF,ZNF204P,3152,ZNF184,94579
11771,11771,chr6,27378549,27378568,.,-,chr6:27378549-27378568(-),chr6:27378276-27378776,Element1050,TF,ZNF204P,3152,ZNF184,94579
11772,11772,chr6,27378581,27378600,.,-,chr6:27378581-27378600(-),chr6:27378276-27378776,Element1050,TF,ZNF204P,3152,ZNF184,94579
11773,11773,chr6,27378708,27378727,.,-,chr6:27378708-27378727(-),chr6:27378276-27378776,Element1050,TF,ZNF204P,3152,ZNF184,94579
11774,11774,chr6,27378749,27378768,.,-,chr6:27378749-27378768(-),chr6:27378276-27378776,Element1050,TF,ZNF204P,3152,ZNF184,94579
11775,11775,chr6,27388586,27388605,.,-,chr6:27388586-27388605(-),chr6:27388564-27389064,Element1051,TF,ZNF391,55,ZNF184,84291
11776,11776,chr6,27388624,27388643,.,+,chr6:27388624-27388643(+),chr6:27388564-27389064,Element1051,TF,ZNF391,55,ZNF184,84291
11777,11777,chr6,27388693,27388712,.,-,chr6:27388693-27388712(-),chr6:27388564-27389064,Element1051,TF,ZNF391,55,ZNF184,84291
11778,11778,chr6,27388735,27388754,.,-,chr6:27388735-27388754(-),chr6:27388564-27389064,Element1051,TF,ZNF391,55,ZNF184,84291
11779,11779,chr6,27388784,27388803,.,+,chr6:27388784-27388803(+),chr6:27388564-27389064,Element1051,TF,ZNF391,55,ZNF184,84291
11780,11780,chr6,27388838,27388857,.,-,chr6:27388838-27388857(-),chr6:27388564-27389064,Element1051,TF,ZNF391,55,ZNF184,84291
11781,11781,chr6,27388887,27388906,.,-,chr6:27388887-27388906(-),chr6:27388564-27389064,Element1051,TF,ZNF391,55,ZNF184,84291
11782,11782,chr6,27388914,27388933,.,+,chr6:27388914-27388933(+),chr6:27388564-27389064,Element1051,TF,ZNF391,55,ZNF184,84291
11783,11783,chr6,27388970,27388989,.,-,chr6:27388970-27388989(-),chr6:27388564-27389064,Element1051,TF,ZNF391,55,ZNF184,84291
11784,11784,chr6,27389015,27389034,.,+,chr6:27389015-27389034(+),chr6:27388564-27389064,Element1051,TF,ZNF391,55,ZNF184,84291
11785,11785,chr6,27472316,27472335,.,-,chr6:27472316-27472335(-),chr6:27472265-27473228,Element1052,TF,ZNF184,359,ZNF184,359
11786,11786,chr6,27472383,27472402,.,+,chr6:27472383-27472402(+),chr6:27472265-27473228,Element1052,TF,ZNF184,359,ZNF184,359
11787,11787,chr6,27472486,27472505,.,+,chr6:27472486-27472505(+),chr6:27472265-27473228,Element1052,TF,ZNF184,359,ZNF184,359
11788,11788,chr6,27472558,27472577,.,+,chr6:27472558-27472577(+),chr6:27472265-27473228,Element1052,TF,ZNF184,359,ZNF184,359
11789,11789,chr6,27472674,27472693,.,-,chr6:27472674-27472693(-),chr6:27472265-27473228,Element1052,TF,ZNF184,359,ZNF184,359
11790,11790,chr6,27472749,27472768,.,+,chr6:27472749-27472768(+),chr6:27472265-27473228,Element1052,TF,ZNF184,359,ZNF184,359
11791,11791,chr6,27472842,27472861,.,-,chr6:27472842-27472861(-),chr6:27472265-27473228,Element1052,TF,ZNF184,359,ZNF184,359
11792,11792,chr6,27472963,27472982,.,-,chr6:27472963-27472982(-),chr6:27472265-27473228,Element1052,TF,ZNF184,359,ZNF184,359
11793,11793,chr6,27473034,27473053,.,+,chr6:27473034-27473053(+),chr6:27472265-27473228,Element1052,TF,ZNF184,359,ZNF184,359
11794,11794,chr6,27473129,27473148,.,-,chr6:27473129-27473148(-),chr6:27472265-27473228,Element1052,TF,ZNF184,359,ZNF184,359
11795,11795,chr6,27478700,27478719,.,-,chr6:27478700-27478719(-),chr6:27478687-27479187,Element1053,TF,TRS-AGA2-2,125,ZNF184,5832
11796,11796,chr6,27478745,27478764,.,+,chr6:27478745-27478764(+),chr6:27478687-27479187,Element1053,TF,TRS-AGA2-2,125,ZNF184,5832
11797,11797,chr6,27478799,27478818,.,+,chr6:27478799-27478818(+),chr6:27478687-27479187,Element1053,TF,TRS-AGA2-2,125,ZNF184,5832
11798,11798,chr6,27478872,27478891,.,+,chr6:27478872-27478891(+),chr6:27478687-27479187,Element1053,TF,TRS-AGA2-2,125,ZNF184,5832
11799,11799,chr6,27478901,27478920,.,+,chr6:27478901-27478920(+),chr6:27478687-27479187,Element1053,TF,TRS-AGA2-2,125,ZNF184,5832
11800,11800,chr6,27478980,27478999,.,-,chr6:27478980-27478999(-),chr6:27478687-27479187,Element1053,TF,TRS-AGA2-2,125,ZNF184,5832
11801,11801,chr6,27478993,27479012,.,-,chr6:27478993-27479012(-),chr6:27478687-27479187,Element1053,TF,TRS-AGA2-2,125,ZNF184,5832
11802,11802,chr6,27479069,27479088,.,+,chr6:27479069-27479088(+),chr6:27478687-27479187,Element1053,TF,TRS-AGA2-2,125,ZNF184,5832
11803,11803,chr6,27479128,27479147,.,+,chr6:27479128-27479147(+),chr6:27478687-27479187,Element1053,TF,TRS-AGA2-2,125,ZNF184,5832
11804,11804,chr6,27479143,27479162,.,-,chr6:27479143-27479162(-),chr6:27478687-27479187,Element1053,TF,TRS-AGA2-2,125,ZNF184,5832
11805,11805,chr6,27479439,27479458,.,+,chr6:27479439-27479458(+),chr6:27479430-27479930,Element1054,TF,TRD-GTC2-6,6,ZNF184,6575
11806,11806,chr6,27479487,27479506,.,+,chr6:27479487-27479506(+),chr6:27479430-27479930,Element1054,TF,TRD-GTC2-6,6,ZNF184,6575
11807,11807,chr6,27479560,27479579,.,+,chr6:27479560-27479579(+),chr6:27479430-27479930,Element1054,TF,TRD-GTC2-6,6,ZNF184,6575
11808,11808,chr6,27479621,27479640,.,+,chr6:27479621-27479640(+),chr6:27479430-27479930,Element1054,TF,TRD-GTC2-6,6,ZNF184,6575
11809,11809,chr6,27479660,27479679,.,-,chr6:27479660-27479679(-),chr6:27479430-27479930,Element1054,TF,TRD-GTC2-6,6,ZNF184,6575
11810,11810,chr6,27479693,27479712,.,+,chr6:27479693-27479712(+),chr6:27479430-27479930,Element1054,TF,TRD-GTC2-6,6,ZNF184,6575
11811,11811,chr6,27479735,27479754,.,-,chr6:27479735-27479754(-),chr6:27479430-27479930,Element1054,TF,TRD-GTC2-6,6,ZNF184,6575
11812,11812,chr6,27479795,27479814,.,+,chr6:27479795-27479814(+),chr6:27479430-27479930,Element1054,TF,TRD-GTC2-6,6,ZNF184,6575
11813,11813,chr6,27479852,27479871,.,-,chr6:27479852-27479871(-),chr6:27479430-27479930,Element1054,TF,TRD-GTC2-6,6,ZNF184,6575
11814,11814,chr6,27519025,27519044,.,+,chr6:27519025-27519044(+),chr6:27519016-27519516,Element1055,TF,TRQ-CTG1-2,263,ZNF184,46161
11815,11815,chr6,27519071,27519090,.,-,chr6:27519071-27519090(-),chr6:27519016-27519516,Element1055,TF,TRQ-CTG1-2,263,ZNF184,46161
11816,11816,chr6,27519118,27519137,.,+,chr6:27519118-27519137(+),chr6:27519016-27519516,Element1055,TF,TRQ-CTG1-2,263,ZNF184,46161
11817,11817,chr6,27519181,27519200,.,-,chr6:27519181-27519200(-),chr6:27519016-27519516,Element1055,TF,TRQ-CTG1-2,263,ZNF184,46161
11818,11818,chr6,27519224,27519243,.,+,chr6:27519224-27519243(+),chr6:27519016-27519516,Element1055,TF,TRQ-CTG1-2,263,ZNF184,46161
11819,11819,chr6,27519266,27519285,.,-,chr6:27519266-27519285(-),chr6:27519016-27519516,Element1055,TF,TRQ-CTG1-2,263,ZNF184,46161
11820,11820,chr6,27519322,27519341,.,+,chr6:27519322-27519341(+),chr6:27519016-27519516,Element1055,TF,TRQ-CTG1-2,263,ZNF184,46161
11821,11821,chr6,27519375,27519394,.,+,chr6:27519375-27519394(+),chr6:27519016-27519516,Element1055,TF,TRQ-CTG1-2,263,ZNF184,46161
11822,11822,chr6,27519434,27519453,.,+,chr6:27519434-27519453(+),chr6:27519016-27519516,Element1055,TF,TRQ-CTG1-2,263,ZNF184,46161
11823,11823,chr6,27519480,27519499,.,+,chr6:27519480-27519499(+),chr6:27519016-27519516,Element1055,TF,TRQ-CTG1-2,263,ZNF184,46161
11824,11824,chr6,27545357,27545376,.,+,chr6:27545357-27545376(+),chr6:27545348-27545848,Element1056,TF,TRS-TGA2-1,91,ZNF184,72493
11825,11825,chr6,27545414,27545433,.,-,chr6:27545414-27545433(-),chr6:27545348-27545848,Element1056,TF,TRS-TGA2-1,91,ZNF184,72493
11826,11826,chr6,27545456,27545475,.,-,chr6:27545456-27545475(-),chr6:27545348-27545848,Element1056,TF,TRS-TGA2-1,91,ZNF184,72493
11827,11827,chr6,27545523,27545542,.,-,chr6:27545523-27545542(-),chr6:27545348-27545848,Element1056,TF,TRS-TGA2-1,91,ZNF184,72493
11828,11828,chr6,27545579,27545598,.,+,chr6:27545579-27545598(+),chr6:27545348-27545848,Element1056,TF,TRS-TGA2-1,91,ZNF184,72493
11829,11829,chr6,27545604,27545623,.,-,chr6:27545604-27545623(-),chr6:27545348-27545848,Element1056,TF,TRS-TGA2-1,91,ZNF184,72493
11830,11830,chr6,27545649,27545668,.,-,chr6:27545649-27545668(-),chr6:27545348-27545848,Element1056,TF,TRS-TGA2-1,91,ZNF184,72493
11831,11831,chr6,27545701,27545720,.,-,chr6:27545701-27545720(-),chr6:27545348-27545848,Element1056,TF,TRS-TGA2-1,91,ZNF184,72493
11832,11832,chr6,27545749,27545768,.,+,chr6:27545749-27545768(+),chr6:27545348-27545848,Element1056,TF,TRS-TGA2-1,91,ZNF184,72493
11833,11833,chr6,27545813,27545832,.,-,chr6:27545813-27545832(-),chr6:27545348-27545848,Element1056,TF,TRS-TGA2-1,91,ZNF184,72493
11834,11834,chr6,27617677,27617696,.,-,chr6:27617677-27617696(-),chr6:27617665-27618165,Element1057,TF,TRT-CGT5-1,441,ZNF184,144810
11835,11835,chr6,27617729,27617748,.,-,chr6:27617729-27617748(-),chr6:27617665-27618165,Element1057,TF,TRT-CGT5-1,441,ZNF184,144810
11836,11836,chr6,27617777,27617796,.,-,chr6:27617777-27617796(-),chr6:27617665-27618165,Element1057,TF,TRT-CGT5-1,441,ZNF184,144810
11837,11837,chr6,27617818,27617837,.,+,chr6:27617818-27617837(+),chr6:27617665-27618165,Element1057,TF,TRT-CGT5-1,441,ZNF184,144810
11838,11838,chr6,27617891,27617910,.,+,chr6:27617891-27617910(+),chr6:27617665-27618165,Element1057,TF,TRT-CGT5-1,441,ZNF184,144810
11839,11839,chr6,27617930,27617949,.,+,chr6:27617930-27617949(+),chr6:27617665-27618165,Element1057,TF,TRT-CGT5-1,441,ZNF184,144810
11840,11840,chr6,27617969,27617988,.,+,chr6:27617969-27617988(+),chr6:27617665-27618165,Element1057,TF,TRT-CGT5-1,441,ZNF184,144810
11841,11841,chr6,27618030,27618049,.,-,chr6:27618030-27618049(-),chr6:27617665-27618165,Element1057,TF,TRT-CGT5-1,441,ZNF184,144810
11842,11842,chr6,27618099,27618118,.,-,chr6:27618099-27618118(-),chr6:27617665-27618165,Element1057,TF,TRT-CGT5-1,441,ZNF184,144810
11843,11843,chr6,27618132,27618151,.,-,chr6:27618132-27618151(-),chr6:27617665-27618165,Element1057,TF,TRT-CGT5-1,441,ZNF184,144810
11844,11844,chr6,31765841,31765860,.,-,chr6:31765841-31765860(-),chr6:31765794-31766294,Element1058,TF,SAPCD1-AS1,456,ZBTB12,136042
11845,11845,chr6,31765852,31765871,.,-,chr6:31765852-31765871(-),chr6:31765794-31766294,Element1058,TF,SAPCD1-AS1,456,ZBTB12,136042
11846,11846,chr6,31765894,31765913,.,+,chr6:31765894-31765913(+),chr6:31765794-31766294,Element1058,TF,SAPCD1-AS1,456,ZBTB12,136042
11847,11847,chr6,31765970,31765989,.,+,chr6:31765970-31765989(+),chr6:31765794-31766294,Element1058,TF,SAPCD1-AS1,456,ZBTB12,136042
11848,11848,chr6,31765995,31766014,.,-,chr6:31765995-31766014(-),chr6:31765794-31766294,Element1058,TF,SAPCD1-AS1,456,ZBTB12,136042
11849,11849,chr6,31766058,31766077,.,-,chr6:31766058-31766077(-),chr6:31765794-31766294,Element1058,TF,SAPCD1-AS1,456,ZBTB12,136042
11850,11850,chr6,31766104,31766123,.,+,chr6:31766104-31766123(+),chr6:31765794-31766294,Element1058,TF,SAPCD1-AS1,456,ZBTB12,136042
11851,11851,chr6,31766146,31766165,.,+,chr6:31766146-31766165(+),chr6:31765794-31766294,Element1058,TF,SAPCD1-AS1,456,ZBTB12,136042
11852,11852,chr6,31766198,31766217,.,+,chr6:31766198-31766217(+),chr6:31765794-31766294,Element1058,TF,SAPCD1-AS1,456,ZBTB12,136042
11853,11853,chr6,31766244,31766263,.,+,chr6:31766244-31766263(+),chr6:31765794-31766294,Element1058,TF,SAPCD1-AS1,456,ZBTB12,136042
11854,11854,chr6,31776938,31776957,.,+,chr6:31776938-31776957(+),chr6:31776926-31777426,Element1059,TF,VWA7,152,ZBTB12,124910
11855,11855,chr6,31776982,31777001,.,-,chr6:31776982-31777001(-),chr6:31776926-31777426,Element1059,TF,VWA7,152,ZBTB12,124910
11856,11856,chr6,31777050,31777069,.,-,chr6:31777050-31777069(-),chr6:31776926-31777426,Element1059,TF,VWA7,152,ZBTB12,124910
11857,11857,chr6,31777104,31777123,.,-,chr6:31777104-31777123(-),chr6:31776926-31777426,Element1059,TF,VWA7,152,ZBTB12,124910
11858,11858,chr6,31777137,31777156,.,+,chr6:31777137-31777156(+),chr6:31776926-31777426,Element1059,TF,VWA7,152,ZBTB12,124910
11859,11859,chr6,31777178,31777197,.,+,chr6:31777178-31777197(+),chr6:31776926-31777426,Element1059,TF,VWA7,152,ZBTB12,124910
11860,11860,chr6,31777273,31777292,.,+,chr6:31777273-31777292(+),chr6:31776926-31777426,Element1059,TF,VWA7,152,ZBTB12,124910
11861,11861,chr6,31777286,31777305,.,-,chr6:31777286-31777305(-),chr6:31776926-31777426,Element1059,TF,VWA7,152,ZBTB12,124910
11862,11862,chr6,31777348,31777367,.,+,chr6:31777348-31777367(+),chr6:31776926-31777426,Element1059,TF,VWA7,152,ZBTB12,124910
11863,11863,chr6,31777385,31777404,.,-,chr6:31777385-31777404(-),chr6:31776926-31777426,Element1059,TF,VWA7,152,ZBTB12,124910
11864,11864,chr6,31795634,31795653,.,+,chr6:31795634-31795653(+),chr6:31795620-31796120,Element1060,TF,VARS1,118,ZBTB12,106216
11865,11865,chr6,31795675,31795694,.,-,chr6:31795675-31795694(-),chr6:31795620-31796120,Element1060,TF,VARS1,118,ZBTB12,106216
11866,11866,chr6,31795722,31795741,.,-,chr6:31795722-31795741(-),chr6:31795620-31796120,Element1060,TF,VARS1,118,ZBTB12,106216
11867,11867,chr6,31795800,31795819,.,-,chr6:31795800-31795819(-),chr6:31795620-31796120,Element1060,TF,VARS1,118,ZBTB12,106216
11868,11868,chr6,31795835,31795854,.,+,chr6:31795835-31795854(+),chr6:31795620-31796120,Element1060,TF,VARS1,118,ZBTB12,106216
11869,11869,chr6,31795881,31795900,.,+,chr6:31795881-31795900(+),chr6:31795620-31796120,Element1060,TF,VARS1,118,ZBTB12,106216
11870,11870,chr6,31795921,31795940,.,+,chr6:31795921-31795940(+),chr6:31795620-31796120,Element1060,TF,VARS1,118,ZBTB12,106216
11871,11871,chr6,31795995,31796014,.,+,chr6:31795995-31796014(+),chr6:31795620-31796120,Element1060,TF,VARS1,118,ZBTB12,106216
11872,11872,chr6,31796028,31796047,.,-,chr6:31796028-31796047(-),chr6:31795620-31796120,Element1060,TF,VARS1,118,ZBTB12,106216
11873,11873,chr6,31796080,31796099,.,+,chr6:31796080-31796099(+),chr6:31795620-31796120,Element1060,TF,VARS1,118,ZBTB12,106216
11874,11874,chr6,31806657,31806676,.,+,chr6:31806657-31806676(+),chr6:31806630-31807130,Element1061,TF,LSM2,86,ZBTB12,95206
11875,11875,chr6,31806694,31806713,.,+,chr6:31806694-31806713(+),chr6:31806630-31807130,Element1061,TF,LSM2,86,ZBTB12,95206
11876,11876,chr6,31806731,31806750,.,-,chr6:31806731-31806750(-),chr6:31806630-31807130,Element1061,TF,LSM2,86,ZBTB12,95206
