,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,pval_mean,pval_std,distance_mean,distance_std,pval_mean_log,distance_mean_log,region_name,source,is_enhancer
chr4:94406802-94407302,2.8668212890625,0.029,3.1988525390625,0.018,3.213623046875,0.017,1.8955078125,0.192,3.1173095703125,0.03,3.31298828125,0.023,2.7728271484375,0.04,3.763916015625,0.011,2.2633056640625,0.078,4.544189453125,0.0,3.71630859375,0.007,2.6357421875,0.049,5.2569580078125,0.0,1.85888671875,0.177,4.262939453125,0.003,2.9791259765625,0.029,2.9354248046875,0.029,1.8779296875,0.189,2.30029296875,0.074,1.8988037109375,0.181,0.0588,0.06799040179938713,3.033587646484375,0.9340646755858295,1.2305488205979624,0.48195654710753977,Element943,TimeDep,True
chr4:94407701-94408201,1.682373046875,0.132,2.5035400390625,0.029,2.2598876953125,0.054,1.3214111328125,0.335,1.9251708984375,0.093,2.01318359375,0.074,2.1585693359375,0.057,2.4976806640625,0.025,1.84228515625,0.109,3.38427734375,0.002,2.4443359375,0.037,2.0745849609375,0.064,4.736328125,0.0,1.642333984375,0.159,3.3382568359375,0.006,1.970458984375,0.083,1.98583984375,0.073,1.6153564453125,0.147,1.5767822265625,0.167,1.106689453125,0.544,0.10950000000000001,0.1281280198617157,2.20396728515625,0.8273482756203919,0.9605462210382636,0.34320514372713196,Element944,TimeDep,True
chr4:94410591-94411091,1.135986328125,0.591,0.8763427734375,0.84,1.563720703125,0.277,1.5673828125,0.288,0.8836669921875,0.829,1.1175537109375,0.641,1.0225830078125,0.702,1.2205810546875,0.541,1.34326171875,0.423,1.01806640625,0.72,0.8565673828125,0.861,0.9718017578125,0.731,1.487548828125,0.318,1.4161376953125,0.355,1.888427734375,0.162,1.2236328125,0.524,0.66943359375,0.953,1.8043212890625,0.18,1.0780029296875,0.62,1.3162841796875,0.451,0.55035,0.23729268514021376,1.223065185546875,0.3250007590654713,0.25935313801845483,0.08744960418991134,Element945,TimeDep,True
chr4:94419828-94420328,1.3157958984375,0.587,1.2847900390625,0.543,2.3172607421875,0.116,1.4306640625,0.465,1.781494140625,0.265,1.7744140625,0.304,1.64013671875,0.327,2.56396484375,0.064,1.57275390625,0.362,2.2442626953125,0.127,1.9261474609375,0.182,1.224365234375,0.621,3.5225830078125,0.012,1.4093017578125,0.468,2.74609375,0.064,1.89990234375,0.223,1.6131591796875,0.37,1.1387939453125,0.699,1.504150390625,0.447,1.432373046875,0.483,0.33645,0.20213634663656843,1.817120361328125,0.599309495118375,0.47306655940985864,0.25938369479807927,Element946,TimeDep,True
chr4:94451749-94452749,10.2044677734375,0.0,11.0579833984375,0.0,10.3646240234375,0.0,6.8292236328125,0.0,10.0499267578125,0.0,11.7835693359375,0.0,10.8525390625,0.0,10.9761962890625,0.0,8.27197265625,0.0,13.0489501953125,0.0,12.1341552734375,0.0,9.3509521484375,0.0,14.473876953125,0.0,7.443603515625,0.0,11.818115234375,0.0,10.9461669921875,0.0,10.51953125,0.0,7.249267578125,0.0,8.66650390625,0.0,7.5313720703125,0.0,0.0,0.0,10.17864990234375,2.0428480609993924,5.0,1.0076901769352653,Element947,TimeDep,True
chr4:94457662-94458162,1.6990966796875,0.247,1.8271484375,0.175,1.9805908203125,0.136,1.5728759765625,0.292,1.9144287109375,0.157,1.912841796875,0.176,1.7459716796875,0.201,2.59326171875,0.052,1.6712646484375,0.236,2.8912353515625,0.026,2.37890625,0.073,1.7691650390625,0.204,3.643798828125,0.009,1.5716552734375,0.296,2.601318359375,0.052,1.497802734375,0.354,2.14404296875,0.102,1.1412353515625,0.631,1.8343505859375,0.209,1.446533203125,0.384,0.20059999999999997,0.14654850104281086,1.991876220703125,0.5814624548074273,0.6976474220804374,0.29926234697129084,Element948,TimeDep,True
chr4:94548493-94548993,1.643798828125,0.186,1.58935546875,0.202,2.252197265625,0.052,1.2764892578125,0.387,1.417236328125,0.3,2.1451416015625,0.078,1.7359619140625,0.149,2.0372314453125,0.098,1.3323974609375,0.355,2.1875,0.051,1.9583740234375,0.092,1.4415283203125,0.295,3.28076171875,0.009,1.4088134765625,0.3,2.9339599609375,0.015,2.0074462890625,0.091,1.4781494140625,0.286,1.571044921875,0.231,1.4522705078125,0.263,1.310302734375,0.372,0.1906,0.12452156862420091,1.822998046875,0.5417539446448124,0.7198543186457786,0.2607862033604813,Element949,TimeDep,True
chr4:108043505-108044005,1.7510986328125,0.216,2.009765625,0.149,2.3782958984375,0.073,1.0718994140625,0.678,2.09619140625,0.107,2.391845703125,0.072,1.976806640625,0.135,2.6212158203125,0.042,1.34130859375,0.379,3.092529296875,0.015,2.4949951171875,0.056,1.4761962890625,0.327,4.1201171875,0.003,1.0107421875,0.721,3.004638671875,0.02,2.2655029296875,0.082,1.8231201171875,0.178,1.31982421875,0.462,1.818359375,0.169,1.4296875,0.367,0.21255000000000002,0.21228393969547385,2.07470703125,0.7628383547325619,0.6725184585977788,0.31695677878572126,Element950,TF,True
chr4:108113064-108113564,2.093505859375,0.164,1.7626953125,0.268,1.7918701171875,0.267,3.126953125,0.028,1.752197265625,0.298,1.6658935546875,0.329,1.825927734375,0.238,2.116943359375,0.136,2.7637939453125,0.042,2.084716796875,0.172,1.519775390625,0.364,2.227294921875,0.105,2.2481689453125,0.096,3.14892578125,0.022,2.159912109375,0.143,1.330322265625,0.562,1.7156982421875,0.284,3.5186767578125,0.01,2.576904296875,0.054,2.99560546875,0.036,0.18089999999999998,0.14405989251550536,2.2212890625,0.6093906403154776,0.7425374263696707,0.34660507817026626,Element951,TF,True
chr4:108117450-108117950,1.57373046875,0.38,1.282958984375,0.588,1.5863037109375,0.376,1.135009765625,0.711,1.3516845703125,0.544,1.869140625,0.247,1.0614013671875,0.79,1.53076171875,0.405,0.66650390625,0.975,2.054931640625,0.183,1.4781494140625,0.464,0.896240234375,0.876,2.157470703125,0.133,0.845703125,0.903,1.82763671875,0.239,1.0596923828125,0.788,1.2998046875,0.588,1.1597900390625,0.658,1.5460205078125,0.408,1.6697998046875,0.333,0.5294499999999999,0.2523338379795181,1.40263671875,0.40204883696545346,0.2761668446886343,0.14694520383538281,Element952,TF,True
chr4:108135317-108135817,2.106201171875,0.138,2.317138671875,0.103,1.803955078125,0.234,1.484130859375,0.404,1.9490966796875,0.166,2.45556640625,0.072,1.6275634765625,0.321,2.4388427734375,0.077,1.7203369140625,0.239,3.2330322265625,0.022,2.263427734375,0.099,1.871337890625,0.215,3.579833984375,0.01,1.258056640625,0.557,2.6910400390625,0.05,1.8690185546875,0.224,1.7415771484375,0.261,1.6336669921875,0.277,1.950927734375,0.2,1.4083251953125,0.478,0.20735,0.14858004222427862,2.07015380859375,0.5910939092612143,0.6832750158095007,0.3160026139313049,Element953,TF,True
chr4:108166503-108167003,5.563720703125,0.0,6.19189453125,0.0,6.951416015625,0.0,4.1436767578125,0.004,5.6129150390625,0.0,6.5108642578125,0.0,5.6920166015625,0.001,6.555908203125,0.0,4.4603271484375,0.0,7.2630615234375,0.0,7.2845458984375,0.0,4.931396484375,0.001,9.117919921875,0.0,4.49755859375,0.0,8.139892578125,0.0,6.4615478515625,0.0,6.5997314453125,0.0,2.9139404296875,0.01,5.3314208984375,0.0,4.885009765625,0.001,0.0008500000000000001,0.0023457688673327063,5.955438232421875,1.4591946955096626,3.065501548756432,0.7749137246634641,Element954,TF,True
chr4:108168728-108169228,13.6102294921875,0.0,14.555419921875,0.0,12.342529296875,0.0,10.1773681640625,0.0,13.410888671875,0.0,15.4013671875,0.0,13.5257568359375,0.0,13.47216796875,0.0,11.320556640625,0.0,17.3099365234375,0.0,15.13134765625,0.0,13.1463623046875,0.0,18.218505859375,0.0,10.1583251953125,0.0,13.9552001953125,0.0,13.1573486328125,0.0,13.01904296875,0.0,10.635009765625,0.0,12.661376953125,0.0,11.3709716796875,0.0,0.0,0.0,13.328985595703125,2.1278668415882867,5.0,1.1247970986297486,Element955,TF,True
chr4:108172864-108173645,5.275634765625,0.003,5.80029296875,0.0,4.392578125,0.0,3.465087890625,0.006,5.044189453125,0.001,6.34423828125,0.0,5.3375244140625,0.001,5.064697265625,0.0,3.8193359375,0.004,7.3848876953125,0.0,5.9560546875,0.002,4.79443359375,0.0,7.9273681640625,0.0,3.373046875,0.011,5.19482421875,0.002,4.6376953125,0.002,4.9654541015625,0.001,3.7579345703125,0.004,4.97216796875,0.002,4.2034912109375,0.003,0.0021000000000000003,0.0026930710311737723,5.085546875,1.1882049738555482,2.6757175447023074,0.7063376616883165,Element956,TF,True
chr4:108224502-108225002,1.22021484375,0.628,1.4307861328125,0.416,1.354736328125,0.487,1.732421875,0.255,0.9644775390625,0.821,1.038818359375,0.764,0.9229736328125,0.855,1.244384765625,0.558,1.3990478515625,0.434,1.61279296875,0.325,1.2061767578125,0.634,1.5482177734375,0.341,2.2220458984375,0.087,1.717041015625,0.25,2.2734375,0.101,0.9400634765625,0.846,0.993896484375,0.774,1.79052734375,0.228,1.41650390625,0.419,1.5010986328125,0.41,0.48165,0.24419045091032834,1.426483154296875,0.3898144310418715,0.317259418664984,0.15426664732915613,Element957,TF,True
chr4:108255158-108255658,1.1732177734375,0.645,1.05322265625,0.734,2.26708984375,0.097,1.67578125,0.271,1.5008544921875,0.385,1.4957275390625,0.422,1.30078125,0.54,2.4007568359375,0.082,1.3585205078125,0.464,1.7498779296875,0.249,1.4161376953125,0.432,1.1197509765625,0.678,3.0654296875,0.032,1.6402587890625,0.281,3.0191650390625,0.019,1.5364990234375,0.381,1.5283203125,0.361,1.1092529296875,0.684,1.521484375,0.37,1.608154296875,0.315,0.3721,0.21478383257787842,1.67701416015625,0.5771650914758449,0.4293286586899337,0.22453672966139837,Element958,TF,True
chr4:110610557-110611057,6.31396484375,0.004,7.3388671875,0.002,5.8408203125,0.009,4.7877197265625,0.019,6.1046142578125,0.005,6.9979248046875,0.001,6.272216796875,0.005,6.1865234375,0.003,5.0108642578125,0.018,8.1072998046875,0.001,7.6064453125,0.0,6.2103271484375,0.003,9.145751953125,0.0,4.8375244140625,0.026,6.275146484375,0.006,5.9852294921875,0.013,6.5960693359375,0.004,4.466064453125,0.031,5.8155517578125,0.011,5.397216796875,0.01,0.008550000000000002,0.008804753500838414,6.26480712890625,1.160126942168572,2.0675262353228465,0.7969077051560106,Element959,TF,True
chr4:110614139-110614639,14.87255859375,0.0,16.337158203125,0.0,15.37158203125,0.0,11.7679443359375,0.0,15.454345703125,0.0,17.0830078125,0.0,16.40771484375,0.0,16.4049072265625,0.0,13.687255859375,0.0,18.6932373046875,0.0,17.4893798828125,0.0,14.875,0.0,20.5943603515625,0.0,11.8848876953125,0.0,16.9654541015625,0.0,16.0782470703125,0.0,15.15185546875,0.0,12.11865234375,0.0,13.7003173828125,0.0,12.425537109375,0.0,0.0,0.0,15.368170166015625,2.3217835200425685,5.0,1.1866221606610583,Element960,TF,True
chr4:110615583-110616083,15.7938232421875,0.0,17.72265625,0.0,16.6083984375,0.0,13.681396484375,0.0,16.888427734375,0.0,17.759765625,0.0,17.1700439453125,0.0,18.250244140625,0.0,15.817138671875,0.0,19.7880859375,0.0,18.2933349609375,0.0,16.5157470703125,0.0,21.8504638671875,0.0,13.6173095703125,0.0,18.7366943359375,0.0,17.3458251953125,0.0,15.7769775390625,0.0,14.3778076171875,0.0,14.65185546875,0.0,13.0526123046875,0.0,0.0,0.0,16.684930419921876,2.2003868356964515,5.0,1.2223243998846092,Element961,TF,True
chr4:110619448-110619948,18.3961181640625,0.0,19.823486328125,0.0,18.6068115234375,0.0,15.5235595703125,0.0,19.1705322265625,0.0,20.6798095703125,0.0,19.7586669921875,0.0,20.06103515625,0.0,17.8310546875,0.0,22.2698974609375,0.0,21.4969482421875,0.0,18.593017578125,0.0,23.8505859375,0.0,15.3148193359375,0.0,20.557861328125,0.0,19.9027099609375,0.0,18.5050048828125,0.0,16.018310546875,0.0,17.2479248046875,0.0,15.8907470703125,0.0,0.0,0.0,18.974945068359375,2.2769441056364155,5.0,1.2781805273057032,Element962,TF,True
chr4:110620742-110621242,26.7889404296875,0.0,28.4569091796875,0.0,27.41259765625,0.0,23.6861572265625,0.0,27.5965576171875,0.0,29.4482421875,0.0,28.5643310546875,0.0,29.30126953125,0.0,25.77490234375,0.0,31.2391357421875,0.0,29.696044921875,0.0,26.904296875,0.0,33.3377685546875,0.0,23.288818359375,0.0,29.8656005859375,0.0,28.643798828125,0.0,26.474853515625,0.0,24.5186767578125,0.0,25.674072265625,0.0,23.4757080078125,0.0,0.0,0.0,27.50743408203125,2.660393862950911,5.0,1.439450080902673,Element963,TF,True
chr4:110622941-110623441,27.9942626953125,0.0,29.623046875,0.0,28.6214599609375,0.0,24.82666015625,0.0,28.6734619140625,0.0,30.3433837890625,0.0,29.415283203125,0.0,30.4365234375,0.0,27.083740234375,0.0,32.3330078125,0.0,30.959228515625,0.0,28.0294189453125,0.0,34.5479736328125,0.0,24.58447265625,0.0,30.9476318359375,0.0,29.66552734375,0.0,27.5609130859375,0.0,25.4150390625,0.0,26.67578125,0.0,24.5107421875,0.0,0.0,0.0,28.6123779296875,2.6621630805406746,5.0,1.456553952835899,Element964,TF,True
chr4:110692907-110693407,7.539306640625,0.005,8.53271484375,0.006,9.280029296875,0.001,6.14990234375,0.027,8.0931396484375,0.002,8.9227294921875,0.002,8.1666259765625,0.002,9.5762939453125,0.002,7.2664794921875,0.01,10.509765625,0.001,9.9864501953125,0.001,7.7274169921875,0.006,12.7418212890625,0.0,6.202392578125,0.027,11.6531982421875,0.0,9.0233154296875,0.0,8.6497802734375,0.005,5.3182373046875,0.05,7.123046875,0.009,5.9749755859375,0.038,0.009700000000000002,0.01422044488163359,8.421881103515625,1.9031919088953302,2.012780770091995,0.9254091059453757,Element965,TF,True
chr4:173449152-173449701,1.896240234375,0.166,2.131591796875,0.102,2.6849365234375,0.043,1.2584228515625,0.519,1.9132080078125,0.161,2.6502685546875,0.037,2.0537109375,0.114,2.689453125,0.051,1.3653564453125,0.435,3.1170654296875,0.015,2.6455078125,0.042,1.654052734375,0.227,4.0435791015625,0.002,1.2996826171875,0.513,3.3817138671875,0.012,2.06103515625,0.112,2.3408203125,0.073,1.0458984375,0.706,1.6898193359375,0.259,1.7139892578125,0.236,0.19125,0.2007448957206502,2.181817626953125,0.7700165800897355,0.7183758485597986,0.3388184461065688,Element966,"TimeDep,TF",True
chr4:173457823-173458323,2.1083984375,0.152,1.734130859375,0.237,1.7996826171875,0.226,2.133544921875,0.127,1.658935546875,0.29,2.4761962890625,0.069,1.8524169921875,0.204,2.3150634765625,0.101,1.9952392578125,0.155,2.7501220703125,0.054,1.9111328125,0.191,2.00439453125,0.14,3.022216796875,0.033,1.6402587890625,0.296,2.75390625,0.059,1.6187744140625,0.338,1.31591796875,0.543,2.493408203125,0.058,2.0938720703125,0.133,2.018310546875,0.164,0.17850000000000002,0.12186295149621325,2.084796142578125,0.4376950336119354,0.7483374500102056,0.31906359481009405,Element967,TF,True
chr4:173486594-173487094,1.6597900390625,0.377,1.6715087890625,0.327,2.5723876953125,0.081,1.257568359375,0.626,1.42236328125,0.536,2.130615234375,0.179,1.8719482421875,0.251,2.1756591796875,0.15,1.0128173828125,0.816,2.05615234375,0.186,2.0123291015625,0.19,1.1927490234375,0.696,3.213134765625,0.022,1.020263671875,0.834,3.0411376953125,0.051,2.0311279296875,0.212,1.6036376953125,0.392,0.99267578125,0.841,1.4573974609375,0.466,1.6190185546875,0.377,0.38049999999999995,0.26571759841091286,1.800714111328125,0.6267517130027003,0.4196339252593713,0.25544476793992493,Element968,TF,True
chr4:173490650-173491569,1.18310546875,0.445,1.14599609375,0.454,1.4913330078125,0.234,1.0020751953125,0.604,1.0938720703125,0.52,1.4996337890625,0.237,1.054931640625,0.558,1.587158203125,0.198,1.122314453125,0.488,2.0269775390625,0.075,1.5592041015625,0.206,1.0419921875,0.55,2.81591796875,0.015,0.8707275390625,0.756,2.2498779296875,0.048,1.2110595703125,0.459,1.105712890625,0.495,0.710205078125,0.895,1.022705078125,0.6,1.05078125,0.578,0.42074999999999996,0.2377331265803826,1.342279052734375,0.5110747851083108,0.3759655535619775,0.12784281275125547,Element969,TF,True
chr4:173505843-173506343,0.996337890625,0.876,0.80322265625,0.962,1.343994140625,0.636,1.617431640625,0.418,1.3094482421875,0.635,1.121826171875,0.808,1.226806640625,0.737,1.6929931640625,0.383,1.4957275390625,0.477,1.4278564453125,0.552,1.1666259765625,0.763,0.816162109375,0.947,2.0665283203125,0.21,1.2257080078125,0.709,1.5467529296875,0.496,1.09130859375,0.843,1.0704345703125,0.833,1.193115234375,0.767,1.404052734375,0.587,1.3563232421875,0.637,0.6638,0.19901748137974423,1.2986328125,0.3004809916661478,0.1779562094265011,0.1134863719755599,Element970,TimeDep,True
chr4:173507775-173508275,2.1282958984375,0.258,1.9798583984375,0.276,2.6842041015625,0.106,1.6295166015625,0.467,2.1650390625,0.246,2.2574462890625,0.212,1.911865234375,0.309,2.8060302734375,0.096,1.9547119140625,0.29,3.03076171875,0.055,2.197998046875,0.204,1.537109375,0.516,3.498779296875,0.039,1.3624267578125,0.638,3.0211181640625,0.06,2.503173828125,0.141,1.9107666015625,0.344,1.381591796875,0.657,1.7945556640625,0.358,1.475341796875,0.587,0.29295,0.19406848357162346,2.161529541015625,0.5993836184068304,0.5331916730423787,0.3347611752906313,Element971,TF,True
chr4:173509366-173509874,3.7845458984375,0.011,4.1077880859375,0.005,6.0159912109375,0.0,3.37841796875,0.029,4.724853515625,0.003,5.03857421875,0.002,4.57373046875,0.005,5.798583984375,0.0,3.6580810546875,0.015,5.521728515625,0.002,5.620849609375,0.0,3.483154296875,0.02,7.261474609375,0.0,3.3597412109375,0.019,6.7564697265625,0.0,5.235107421875,0.001,5.089599609375,0.001,2.069091796875,0.179,4.0015869140625,0.01,3.9591064453125,0.011,0.015650000000000004,0.03932359008079127,4.671923828125,1.278610107929248,1.8052082422780753,0.6694957533477792,Element972,"TimeDep,TF",True
chr4:173516798-173517355,4.9757080078125,0.0,5.3411865234375,0.0,5.5284423828125,0.0,3.3685302734375,0.005,4.8031005859375,0.0,5.94580078125,0.0,5.2418212890625,0.0,5.4224853515625,0.0,4.0899658203125,0.002,6.5128173828125,0.0,6.4407958984375,0.0,4.350341796875,0.0,7.7916259765625,0.0,3.3748779296875,0.006,6.1785888671875,0.0,5.717041015625,0.0,5.560302734375,0.0,2.7860107421875,0.011,4.36962890625,0.0,3.9810791015625,0.004,0.0014,0.0029271865421649466,5.089007568359375,1.2284602117054817,2.8507808873446203,0.7066330967554463,Element973,"TimeDep,TF",True
chr4:173518467-173518967,1.80322265625,0.217,1.793701171875,0.221,1.383544921875,0.462,2.051513671875,0.131,1.6365966796875,0.298,1.7711181640625,0.253,1.156494140625,0.611,1.657470703125,0.291,1.442138671875,0.37,2.5386962890625,0.059,1.944091796875,0.177,1.772705078125,0.235,2.6832275390625,0.047,1.7252197265625,0.218,1.466064453125,0.361,0.944091796875,0.834,1.6884765625,0.256,1.7369384765625,0.25,2.2738037109375,0.093,2.166259765625,0.11,0.27470000000000006,0.1891084623339627,1.781768798828125,0.42253092452416746,0.5611255310935549,0.25085134958446864,Element974,TimeDep,True
chr4:173519148-173519648,1.796142578125,0.21,2.3541259765625,0.065,2.3218994140625,0.068,1.235107421875,0.562,1.828857421875,0.193,2.6522216796875,0.05,1.9234619140625,0.156,2.36474609375,0.097,1.3128662109375,0.476,3.3232421875,0.01,2.7830810546875,0.022,1.879638671875,0.17,4.4417724609375,0.001,1.2977294921875,0.503,3.407470703125,0.016,2.082275390625,0.151,2.1251220703125,0.106,1.4189453125,0.408,2.01904296875,0.146,1.7384033203125,0.252,0.18309999999999998,0.17266057362412104,2.2153076171875,0.8025668338325604,0.7372879373682737,0.3454340407943263,Element975,TF,True
chr4:173522045-173522559,1.53857421875,0.471,2.268310546875,0.147,2.3372802734375,0.138,1.595458984375,0.451,1.7406005859375,0.368,2.23876953125,0.163,2.0067138671875,0.223,2.00390625,0.252,1.526611328125,0.46,2.6907958984375,0.078,2.439453125,0.111,1.7547607421875,0.319,3.788818359375,0.014,1.425048828125,0.566,3.0931396484375,0.044,1.85498046875,0.309,2.091796875,0.181,0.8609619140625,0.954,1.9322509765625,0.245,1.71044921875,0.361,0.29274999999999995,0.21885199877639008,2.04493408203125,0.638317675989649,0.5334882615138546,0.3106793131885993,Element976,"TimeDep,TF",True
chr4:173527030-173527769,2.968505859375,0.007,3.2288818359375,0.006,2.3651123046875,0.029,1.7449951171875,0.118,2.23046875,0.041,3.358642578125,0.005,2.61376953125,0.017,2.742431640625,0.014,1.7354736328125,0.1,3.9200439453125,0.001,3.337646484375,0.007,2.3568115234375,0.025,4.59423828125,0.0,1.87841796875,0.076,3.4427490234375,0.005,2.243896484375,0.039,2.71435546875,0.018,1.5784912109375,0.175,2.665283203125,0.018,2.227783203125,0.045,0.03730000000000001,0.046174839355147566,2.69739990234375,0.7775663789019114,1.428174750959171,0.4309453374452733,Element977,"TimeDep,TF",True
chr4:173528344-173529103,3.396728515625,0.004,4.274658203125,0.002,3.6038818359375,0.004,1.879150390625,0.114,3.52587890625,0.007,4.6109619140625,0.001,4.0972900390625,0.003,4.0933837890625,0.0,2.8226318359375,0.016,5.483642578125,0.001,4.3306884765625,0.003,3.40380859375,0.007,6.8095703125,0.0,2.4927978515625,0.039,4.995849609375,0.001,3.6871337890625,0.002,3.3905029296875,0.006,2.3905029296875,0.045,3.194580078125,0.007,2.6309814453125,0.026,0.014400000000000005,0.026725505263305076,3.755731201171875,1.1541506010018787,1.8413360191860106,0.5746945021177211,Element978,"TimeDep,TF",True
