,guide_chr,guide_start,guide_end,protospacer_target,transcript_target,closest_gene,closest_dist
12322,chr19,55580641,55580660,ZNF579_-_56092027.23-P1P2-1,ZNF579:P1P2,ZNF579,198
12323,chr19,55580786,55580805,ZNF579_-_56092027.23-P1P2-2,ZNF579:P1P2,ZNF579,53
12324,chr19,55580822,55580841,ZNF579_-_56092208.23-P1P2-1,ZNF579:P1P2,ZNF579,17
12325,chr19,55580832,55580851,ZNF579_-_56092208.23-P1P2-2,ZNF579:P1P2,ZNF579,7
12326,chr19,55580829,55580848,ZNF579_-_56092215.23-P1P2-1,ZNF579:P1P2,ZNF579,10
12327,chr19,55580826,55580845,ZNF579_-_56092215.23-P1P2-2,ZNF579:P1P2,ZNF579,13
12328,chr19,2900966,2900985,ZNF57_+_2900960.23-P1P2-1,ZNF57:P1P2,ZNF57,47
12329,chr19,2900952,2900971,ZNF57_+_2900960.23-P1P2-2,ZNF57:P1P2,ZNF57,33
12330,chr19,2900976,2900995,ZNF57_+_2900970.23-P1P2-1,ZNF57:P1P2,ZNF57,57
12331,chr19,2900982,2901001,ZNF57_+_2900970.23-P1P2-2,ZNF57:P1P2,ZNF57,63
12332,chr19,2901007,2901026,ZNF57_+_2901001.23-P1P2-1,ZNF57:P1P2,ZNF57,88
12333,chr19,2901002,2901021,ZNF57_+_2901001.23-P1P2-2,ZNF57:P1P2,ZNF57,83
12334,chr19,55635055,55635074,ZNF580_+_56146417.23-P2-1,ZNF580:P2,ZNF580,5938
12335,chr19,55635058,55635077,ZNF580_+_56146417.23-P2-2,ZNF580:P2,ZNF580,5935
12336,chr19,55641087,55641106,ZNF580_+_56152449.23-P1-1,ZNF580:P1,ZNF580,94
12337,chr19,55641046,55641065,ZNF580_+_56152449.23-P1-2,ZNF580:P1,ZNF580,53
12338,chr19,55641103,55641122,ZNF580_+_56152465.23-P1-1,ZNF580:P1,ZNF580,110
12339,chr19,55641106,55641125,ZNF580_+_56152465.23-P1-2,ZNF580:P1,ZNF580,113
12340,chr19,55635027,55635046,ZNF580_-_56146413.23-P2-1,ZNF580:P2,ZNF580,5966
12341,chr19,55635048,55635067,ZNF580_-_56146413.23-P2-2,ZNF580:P2,ZNF580,5945
12342,chr19,55635035,55635054,ZNF580_-_56146421.23-P2-1,ZNF580:P2,ZNF580,5958
12343,chr19,55635199,55635218,ZNF580_-_56146421.23-P2-2,ZNF580:P2,ZNF580,5794
12344,chr19,55641076,55641095,ZNF580_-_56152462.23-P1-1,ZNF580:P1,ZNF580,83
12345,chr19,55641257,55641276,ZNF580_-_56152462.23-P1-2,ZNF580:P1,ZNF580,264
12346,chr19,55635055,55635074,ZNF581_+_56146417.23-P2-1,ZNF581:P2,ZNF581,61
12347,chr19,55635058,55635077,ZNF581_+_56146417.23-P2-2,ZNF581:P2,ZNF581,64
12348,chr19,55643667,55643686,ZNF581_+_56155029.23-P1-1,ZNF581:P1,ZNF581,27
12349,chr19,55643687,55643706,ZNF581_+_56155029.23-P1-2,ZNF581:P1,ZNF581,47
12350,chr19,55643670,55643689,ZNF581_+_56155032.23-P1-1,ZNF581:P1,ZNF581,30
12351,chr19,55643696,55643715,ZNF581_+_56155032.23-P1-2,ZNF581:P1,ZNF581,56
12352,chr19,55635027,55635046,ZNF581_-_56146413.23-P2-1,ZNF581:P2,ZNF581,33
12353,chr19,55635048,55635067,ZNF581_-_56146413.23-P2-2,ZNF581:P2,ZNF581,54
12354,chr19,55635035,55635054,ZNF581_-_56146421.23-P2-1,ZNF581:P2,ZNF581,41
12355,chr19,55635199,55635218,ZNF581_-_56146421.23-P2-2,ZNF581:P2,ZNF581,205
12356,chr19,55643658,55643677,ZNF581_-_56155044.23-P1-1,ZNF581:P1,ZNF581,18
12357,chr19,55643639,55643658,ZNF581_-_56155044.23-P1-2,ZNF581:P1,ZNF581,1
12358,chr19,56393507,56393526,ZNF582_+_56904872.23-P1P2-1,ZNF582:P1P2,ZNF582,18
12359,chr19,56393510,56393529,ZNF582_+_56904872.23-P1P2-2,ZNF582:P1P2,ZNF582,15
12360,chr19,56393491,56393510,ZNF582_-_56904880.23-P1P2-1,ZNF582:P1P2,ZNF582,34
12361,chr19,56393518,56393537,ZNF582_-_56904880.23-P1P2-2,ZNF582:P1P2,ZNF582,7
12362,chr19,56393500,56393519,ZNF582_-_56904889.23-P1P2-1,ZNF582:P1P2,ZNF582,25
12363,chr19,56393453,56393472,ZNF582_-_56904889.23-P1P2-2,ZNF582:P1P2,ZNF582,72
12364,chr19,56404331,56404350,ZNF583_+_56915696.23-P1P2-1,ZNF583:P1P2,ZNF583,8
12365,chr19,56404314,56404333,ZNF583_+_56915696.23-P1P2-2,ZNF583:P1P2,ZNF583,9
12366,chr19,56404347,56404366,ZNF583_+_56915712.23-P1P2-1,ZNF583:P1P2,ZNF583,24
12367,chr19,56404423,56404442,ZNF583_+_56915712.23-P1P2-2,ZNF583:P1P2,ZNF583,100
12368,chr19,56404091,56404110,ZNF583_-_56915480.23-P1P2-1,ZNF583:P1P2,ZNF583,39
12369,chr19,56404081,56404100,ZNF583_-_56915480.23-P1P2-2,ZNF583:P1P2,ZNF583,29
12370,chr19,58408928,58408947,ZNF584_+_58920291.23-P1P2-1,ZNF584:P1P2,ZNF584,288
12371,chr19,58408749,58408768,ZNF584_+_58920291.23-P1P2-2,ZNF584:P1P2,ZNF584,109
12372,chr19,58408681,58408700,ZNF584_-_58920068.23-P1P2-1,ZNF584:P1P2,ZNF584,41
12373,chr19,58408690,58408709,ZNF584_-_58920068.23-P1P2-2,ZNF584:P1P2,ZNF584,50
12374,chr19,58408845,58408864,ZNF584_-_58920232.23-P1P2-1,ZNF584:P1P2,ZNF584,205
12375,chr19,58408687,58408706,ZNF584_-_58920232.23-P1P2-2,ZNF584:P1P2,ZNF584,47
12376,chr19,37172579,37172598,ZNF585A_+_37663477.23-P1P2-1,ZNF585A:P1P2,ZNF585A,107
12377,chr19,37172627,37172646,ZNF585A_+_37663477.23-P1P2-2,ZNF585A:P1P2,ZNF585A,59
12378,chr19,37172688,37172707,ZNF585A_+_37663586.23-P1P2-1,ZNF585A:P1P2,ZNF585A,2
12379,chr19,37172666,37172685,ZNF585A_+_37663586.23-P1P2-2,ZNF585A:P1P2,ZNF585A,20
12380,chr19,37172669,37172688,ZNF585A_-_37663591.23-P1P2-1,ZNF585A:P1P2,ZNF585A,17
12381,chr19,37172655,37172674,ZNF585A_-_37663591.23-P1P2-2,ZNF585A:P1P2,ZNF585A,31
12382,chr19,37210511,37210530,ZNF585B_+_37701409.23-P1P2-1,ZNF585B:P1P2,ZNF585B,16
12383,chr19,37210444,37210463,ZNF585B_+_37701409.23-P1P2-2,ZNF585B:P1P2,ZNF585B,83
12384,chr19,37210551,37210570,ZNF585B_+_37701449.23-P1P2-1,ZNF585B:P1P2,ZNF585B,24
12385,chr19,37210319,37210338,ZNF585B_+_37701449.23-P1P2-2,ZNF585B:P1P2,ZNF585B,208
12386,chr19,37210478,37210497,ZNF585B_-_37701400.23-P1P2-1,ZNF585B:P1P2,ZNF585B,49
12387,chr19,37210495,37210514,ZNF585B_-_37701400.23-P1P2-2,ZNF585B:P1P2,ZNF585B,32
12388,chr19,57769859,57769878,ZNF586_+_58281223.23-P1P2-1,ZNF586:P1P2,ZNF586,192
12389,chr19,57769912,57769931,ZNF586_+_58281223.23-P1P2-2,ZNF586:P1P2,ZNF586,245
12390,chr19,57769699,57769718,ZNF586_-_58281087.23-P1P2-1,ZNF586:P1P2,ZNF586,32
12391,chr19,57769688,57769707,ZNF586_-_58281087.23-P1P2-2,ZNF586:P1P2,ZNF586,21
12392,chr19,57769707,57769726,ZNF586_-_58281095.23-P1P2-1,ZNF586:P1P2,ZNF586,40
12393,chr19,57769702,57769721,ZNF586_-_58281095.23-P1P2-2,ZNF586:P1P2,ZNF586,35
12394,chr19,57830390,57830409,ZNF587B_+_58341754.23-ENST00000594901.1-1,ZNF587B:ENST00000594901.1,ZNF587B,100
12395,chr19,57830823,57830842,ZNF587B_+_58341754.23-ENST00000594901.1-2,ZNF587B:ENST00000594901.1,ZNF587B,533
12396,chr19,57830307,57830326,ZNF587B_-_58341695.23-ENST00000594901.1-1,ZNF587B:ENST00000594901.1,ZNF587B,17
12397,chr19,57830628,57830647,ZNF587B_-_58341695.23-ENST00000594901.1-2,ZNF587B:ENST00000594901.1,ZNF587B,338
12398,chr19,57830531,57830550,ZNF587B_-_58341919.23-ENST00000594901.1-1,ZNF587B:ENST00000594901.1,ZNF587B,241
12399,chr19,57830640,57830659,ZNF587B_-_58341919.23-ENST00000594901.1-2,ZNF587B:ENST00000594901.1,ZNF587B,350
12400,chr19,57850065,57850084,"ZNF587_+_58361429.23-ENST00000339656.5,ENST00000423137.1-1","ZNF587:ENST00000339656.5,ENST00000423137.1",ZNF587,215
12401,chr19,57850253,57850272,"ZNF587_+_58361429.23-ENST00000339656.5,ENST00000423137.1-2","ZNF587:ENST00000339656.5,ENST00000423137.1",ZNF587,403
12402,chr19,57850207,57850226,"ZNF587_+_58361571.23-ENST00000339656.5,ENST00000423137.1-1","ZNF587:ENST00000339656.5,ENST00000423137.1",ZNF587,357
12403,chr19,57850148,57850167,"ZNF587_+_58361571.23-ENST00000339656.5,ENST00000423137.1-2","ZNF587:ENST00000339656.5,ENST00000423137.1",ZNF587,298
12404,chr19,57849864,57849883,"ZNF587_-_58361252.23-ENST00000339656.5,ENST00000423137.1-1","ZNF587:ENST00000339656.5,ENST00000423137.1",ZNF587,14
12405,chr19,57850312,57850331,"ZNF587_-_58361252.23-ENST00000339656.5,ENST00000423137.1-2","ZNF587:ENST00000339656.5,ENST00000423137.1",ZNF587,462
12406,chr3,48241142,48241161,ZNF589_+_48282628.23-P1P2-1,ZNF589:P1P2,ZNF589,47
12407,chr3,48241179,48241198,ZNF589_+_48282628.23-P1P2-2,ZNF589:P1P2,ZNF589,84
12408,chr3,48241276,48241295,ZNF589_-_48282786.23-P1P2-1,ZNF589:P1P2,ZNF589,181
12409,chr3,48241379,48241398,ZNF589_-_48282786.23-P1P2-2,ZNF589:P1P2,ZNF589,284
12410,chr3,48241325,48241344,ZNF589_-_48282835.23-P1P2-1,ZNF589:P1P2,ZNF589,230
12411,chr3,48241338,48241357,ZNF589_-_48282835.23-P1P2-2,ZNF589:P1P2,ZNF589,243
12412,chr15,84748602,84748621,ZNF592_+_85291829.23-P1P2-1,ZNF592:P1P2,ZNF592,19
12413,chr15,84748829,84748848,ZNF592_+_85291829.23-P1P2-2,ZNF592:P1P2,ZNF592,65
12414,chr15,84748630,84748649,ZNF592_+_85291857.23-P1P2-1,ZNF592:P1P2,ZNF592,47
12415,chr15,84748588,84748607,ZNF592_+_85291857.23-P1P2-2,ZNF592:P1P2,ZNF592,5
12416,chr15,84748957,84748976,ZNF592_-_85292208.23-P1P2-1,ZNF592:P1P2,ZNF592,48
12417,chr15,84748617,84748636,ZNF592_-_85292208.23-P1P2-2,ZNF592:P1P2,ZNF592,34
12418,chr1,26169958,26169977,ZNF593_+_26496445.23-P1P2-1,ZNF593:P1P2,ZNF593,59
12419,chr1,26170352,26170371,ZNF593_+_26496445.23-P1P2-2,ZNF593:P1P2,ZNF593,453
12420,chr1,26170310,26170329,ZNF593_+_26496797.23-P1P2-1,ZNF593:P1P2,ZNF593,411
12421,chr1,26169886,26169905,ZNF593_+_26496797.23-P1P2-2,ZNF593:P1P2,ZNF593,13
12422,chr1,26170329,26170348,ZNF593_-_26496840.23-P1P2-1,ZNF593:P1P2,ZNF593,430
12423,chr1,26169998,26170017,ZNF593_-_26496840.23-P1P2-2,ZNF593:P1P2,ZNF593,99
12424,chr17,5191798,5191817,ZNF594_+_5095089.23-P1P2-1,ZNF594:P1P2,ZNF594,61
12425,chr17,5191867,5191886,ZNF594_+_5095089.23-P1P2-2,ZNF594:P1P2,ZNF594,8
12426,chr17,5191827,5191846,ZNF594_+_5095118.23-P1P2-1,ZNF594:P1P2,ZNF594,32
12427,chr17,5191787,5191806,ZNF594_+_5095118.23-P1P2-2,ZNF594:P1P2,ZNF594,72
12428,chr17,5191793,5191812,ZNF594_-_5095108.23-P1P2-1,ZNF594:P1P2,ZNF594,66
12429,chr17,5191773,5191792,ZNF594_-_5095108.23-P1P2-2,ZNF594:P1P2,ZNF594,86
12430,chr4,53384,53403,ZNF595_+_53274.23-P1-1,ZNF595:P1,ZNF595,72
12431,chr4,53367,53386,ZNF595_+_53274.23-P1-2,ZNF595:P1,ZNF595,55
12432,chr4,53418,53437,ZNF595_+_53308.23-P1-1,ZNF595:P1,ZNF595,106
12433,chr4,53412,53431,ZNF595_+_53308.23-P1-2,ZNF595:P1,ZNF595,100
12434,chr4,59770,59789,ZNF595_+_59659.23-P2-1,ZNF595:P2,ZNF595,6458
12435,chr4,59611,59630,ZNF595_+_59659.23-P2-2,ZNF595:P2,ZNF595,6299
12436,chr4,59849,59868,ZNF595_+_59738.23-P2-1,ZNF595:P2,ZNF595,6537
12437,chr4,59585,59604,ZNF595_+_59738.23-P2-2,ZNF595:P2,ZNF595,6273
12438,chr4,53335,53354,ZNF595_-_53249.23-P1-1,ZNF595:P1,ZNF595,23
12439,chr4,53364,53383,ZNF595_-_53249.23-P1-2,ZNF595:P1,ZNF595,52
12440,chr4,59676,59695,ZNF595_-_59589.23-P2-1,ZNF595:P2,ZNF595,6364
12441,chr4,59742,59761,ZNF595_-_59589.23-P2-2,ZNF595:P2,ZNF595,6430
12442,chr8,232453,232472,ZNF596_+_182449.23-P1P2-1,ZNF596:P1P2,ZNF596,6
12443,chr8,232385,232404,ZNF596_+_182449.23-P1P2-2,ZNF596:P1P2,ZNF596,62
12444,chr8,232586,232605,ZNF596_+_182582.23-P1P2-1,ZNF596:P1P2,ZNF596,139
12445,chr8,232872,232891,ZNF596_+_182582.23-P1P2-2,ZNF596:P1P2,ZNF596,425
12446,chr8,232878,232897,ZNF596_-_182898.23-P1P2-1,ZNF596:P1P2,ZNF596,431
12447,chr8,232886,232905,ZNF596_-_182898.23-P1P2-2,ZNF596:P1P2,ZNF596,439
12448,chr16,3443276,3443295,ZNF597_+_3493272.23-P1P2-1,ZNF597:P1P2,ZNF597,219
12449,chr16,3443270,3443289,ZNF597_+_3493272.23-P1P2-2,ZNF597:P1P2,ZNF597,225
12450,chr16,3443451,3443470,ZNF597_+_3493447.23-P1P2-1,ZNF597:P1P2,ZNF597,44
12451,chr16,3443253,3443272,ZNF597_+_3493447.23-P1P2-2,ZNF597:P1P2,ZNF597,242
12452,chr16,3443426,3443445,ZNF597_-_3493446.23-P1P2-1,ZNF597:P1P2,ZNF597,69
12453,chr16,3443464,3443483,ZNF597_-_3493446.23-P1P2-2,ZNF597:P1P2,ZNF597,31
12454,chr16,2009744,2009763,ZNF598_+_2059741.23-P1P2-1,ZNF598:P1P2,ZNF598,68
12455,chr16,2009765,2009784,ZNF598_+_2059741.23-P1P2-2,ZNF598:P1P2,ZNF598,47
12456,chr16,2009752,2009771,ZNF598_-_2059773.23-P1P2-1,ZNF598:P1P2,ZNF598,60
12457,chr16,2009590,2009609,ZNF598_-_2059773.23-P1P2-2,ZNF598:P1P2,ZNF598,222
12458,chr16,2009756,2009775,ZNF598_-_2059777.23-P1P2-1,ZNF598:P1P2,ZNF598,56
12459,chr16,2009768,2009787,ZNF598_-_2059777.23-P1P2-2,ZNF598:P1P2,ZNF598,44
12460,chr19,34773157,34773176,ZNF599_+_35264058.23-P1P2-1,ZNF599:P1P2,ZNF599,49
12461,chr19,34773188,34773207,ZNF599_+_35264058.23-P1P2-2,ZNF599:P1P2,ZNF599,18
12462,chr19,34773148,34773167,ZNF599_-_35264073.23-P1P2-1,ZNF599:P1P2,ZNF599,58
12463,chr19,34773185,34773204,ZNF599_-_35264073.23-P1P2-2,ZNF599:P1P2,ZNF599,21
12464,chr19,34773177,34773196,ZNF599_-_35264102.23-P1P2-1,ZNF599:P1P2,ZNF599,29
12465,chr19,34773139,34773158,ZNF599_-_35264102.23-P1P2-2,ZNF599:P1P2,ZNF599,67
12466,chr19,52786652,52786671,ZNF600_+_53289901.23-P1P2-1,ZNF600:P1P2,ZNF600,130
12467,chr19,52786330,52786349,ZNF600_+_53289901.23-P1P2-2,ZNF600:P1P2,ZNF600,452
12468,chr19,52786771,52786790,ZNF600_+_53290020.23-P1P2-1,ZNF600:P1P2,ZNF600,11
12469,chr19,52786722,52786741,ZNF600_+_53290020.23-P1P2-2,ZNF600:P1P2,ZNF600,60
12470,chr19,52786280,52786299,ZNF600_-_53289553.23-P1P2-1,ZNF600:P1P2,ZNF600,502
12471,chr19,52786368,52786387,ZNF600_-_53289553.23-P1P2-2,ZNF600:P1P2,ZNF600,414
12472,chr12,132956224,132956243,ZNF605_+_133532806.23-P1P2-1,ZNF605:P1P2,ZNF605,73
12473,chr12,132956264,132956283,ZNF605_+_133532806.23-P1P2-2,ZNF605:P1P2,ZNF605,33
12474,chr12,132956245,132956264,ZNF605_+_133532827.23-P1P2-1,ZNF605:P1P2,ZNF605,52
12475,chr12,132956239,132956258,ZNF605_+_133532827.23-P1P2-2,ZNF605:P1P2,ZNF605,58
12476,chr12,132956111,132956130,ZNF605_-_133532717.23-P1P2-1,ZNF605:P1P2,ZNF605,186
12477,chr12,132956330,132956349,ZNF605_-_133532717.23-P1P2-2,ZNF605:P1P2,ZNF605,33
12478,chr19,58002788,58002807,ZNF606_+_58514152.23-P1P2-1,ZNF606:P1P2,ZNF606,23
12479,chr19,58002732,58002751,ZNF606_+_58514152.23-P1P2-2,ZNF606:P1P2,ZNF606,79
12480,chr19,58002729,58002748,ZNF606_-_58514117.23-P1P2-1,ZNF606:P1P2,ZNF606,82
12481,chr19,58002765,58002784,ZNF606_-_58514117.23-P1P2-2,ZNF606:P1P2,ZNF606,46
12482,chr19,58002779,58002798,ZNF606_-_58514167.23-P1P2-1,ZNF606:P1P2,ZNF606,32
12483,chr19,58002777,58002796,ZNF606_-_58514167.23-P1P2-2,ZNF606:P1P2,ZNF606,34
12484,chr19,37719685,37719704,ZNF607_+_38210582.23-P1P2-1,ZNF607:P1P2,ZNF607,67
12485,chr19,37719732,37719751,ZNF607_+_38210582.23-P1P2-2,ZNF607:P1P2,ZNF607,20
12486,chr19,37719707,37719726,ZNF607_+_38210604.23-P1P2-1,ZNF607:P1P2,ZNF607,45
12487,chr19,37719724,37719743,ZNF607_+_38210604.23-P1P2-2,ZNF607:P1P2,ZNF607,28
12488,chr19,37719632,37719651,ZNF607_-_38210553.23-P1P2-1,ZNF607:P1P2,ZNF607,120
12489,chr19,37719376,37719395,ZNF607_-_38210553.23-P1P2-2,ZNF607:P1P2,ZNF607,197
12490,chr5,124746566,124746585,ZNF608_+_124082255.23-P1-1,ZNF608:P1,ZNF608,64
12491,chr5,124746632,124746651,ZNF608_+_124082255.23-P1-2,ZNF608:P1,ZNF608,2
12492,chr5,124746575,124746594,ZNF608_+_124082264.23-P1-1,ZNF608:P1,ZNF608,55
12493,chr5,124746563,124746582,ZNF608_+_124082264.23-P1-2,ZNF608:P1,ZNF608,67
12494,chr5,124748732,124748751,ZNF608_+_124084421.23-P2-1,ZNF608:P2,ZNF608,83
12495,chr5,124748433,124748452,ZNF608_+_124084421.23-P2-2,ZNF608:P2,ZNF608,382
12496,chr5,124746604,124746623,ZNF608_-_124082317.23-P1-1,ZNF608:P1,ZNF608,26
12497,chr5,124746591,124746610,ZNF608_-_124082317.23-P1-2,ZNF608:P1,ZNF608,39
12498,chr5,124748755,124748774,ZNF608_-_124084468.23-P2-1,ZNF608:P2,ZNF608,60
12499,chr5,124748830,124748849,ZNF608_-_124084468.23-P2-2,ZNF608:P2,ZNF608,15
12500,chr5,124748787,124748806,ZNF608_-_124084500.23-P2-1,ZNF608:P2,ZNF608,28
12501,chr5,124748477,124748496,ZNF608_-_124084500.23-P2-2,ZNF608:P2,ZNF608,338
12502,chr15,64499308,64499327,ZNF609_+_64791503.23-ENST00000326648.3-1,ZNF609:ENST00000326648.3,ZNF609,38293
12503,chr15,64499314,64499333,ZNF609_+_64791503.23-ENST00000326648.3-2,ZNF609:ENST00000326648.3,ZNF609,38299
12504,chr15,64499310,64499329,ZNF609_-_64791529.23-ENST00000326648.3-1,ZNF609:ENST00000326648.3,ZNF609,38295
12505,chr15,64499326,64499345,ZNF609_-_64791529.23-ENST00000326648.3-2,ZNF609:ENST00000326648.3,ZNF609,38311
12506,chr15,64499469,64499488,ZNF609_-_64791688.23-ENST00000326648.3-1,ZNF609:ENST00000326648.3,ZNF609,38454
12507,chr15,64499607,64499626,ZNF609_-_64791688.23-ENST00000326648.3-2,ZNF609:ENST00000326648.3,ZNF609,38592
12508,chr19,52336351,52336370,ZNF610_+_52839600.23-P1P2-1,ZNF610:P1P2,ZNF610,117
12509,chr19,52336284,52336303,ZNF610_+_52839600.23-P1P2-2,ZNF610:P1P2,ZNF610,50
12510,chr19,52336558,52336577,ZNF610_+_52839807.23-P1P2-1,ZNF610:P1P2,ZNF610,324
12511,chr19,52336487,52336506,ZNF610_+_52839807.23-P1P2-2,ZNF610:P1P2,ZNF610,253
12512,chr19,52336675,52336694,ZNF610_-_52839948.23-P1P2-1,ZNF610:P1P2,ZNF610,441
12513,chr19,52336751,52336770,ZNF610_-_52839948.23-P1P2-2,ZNF610:P1P2,ZNF610,517
12514,chr19,52735003,52735022,ZNF611_+_53238252.23-P1P2-1,ZNF611:P1P2,ZNF611,32
12515,chr19,52734953,52734972,ZNF611_+_53238252.23-P1P2-2,ZNF611:P1P2,ZNF611,82
12516,chr19,52734629,52734648,ZNF611_-_53237902.23-P1P2-1,ZNF611:P1P2,ZNF611,406
12517,chr19,52734679,52734698,ZNF611_-_53237902.23-P1P2-2,ZNF611:P1P2,ZNF611,356
12518,chr19,52734723,52734742,ZNF611_-_53237996.23-P1P2-1,ZNF611:P1P2,ZNF611,312
12519,chr19,52734854,52734873,ZNF611_-_53237996.23-P1P2-2,ZNF611:P1P2,ZNF611,181
12520,chr19,51927443,51927462,ZNF613_+_52430692.23-P1P2-1,ZNF613:P1P2,ZNF613,20
12521,chr19,51927446,51927465,ZNF613_+_52430692.23-P1P2-2,ZNF613:P1P2,ZNF613,17
12522,chr19,51927685,51927704,ZNF613_+_52430934.23-P1P2-1,ZNF613:P1P2,ZNF613,222
12523,chr19,51927503,51927522,ZNF613_+_52430934.23-P1P2-2,ZNF613:P1P2,ZNF613,40
12524,chr19,51927499,51927518,ZNF613_-_52430772.23-P1P2-1,ZNF613:P1P2,ZNF613,36
12525,chr19,51927473,51927492,ZNF613_-_52430772.23-P1P2-2,ZNF613:P1P2,ZNF613,10
12526,chr19,52028312,52028331,ZNF614_+_52531561.23-P1P2-1,ZNF614:P1P2,ZNF614,58
12527,chr19,52028362,52028381,ZNF614_+_52531561.23-P1P2-2,ZNF614:P1P2,ZNF614,8
12528,chr19,52028393,52028412,ZNF614_+_52531642.23-P1P2-1,ZNF614:P1P2,ZNF614,23
12529,chr19,52028355,52028374,ZNF614_+_52531642.23-P1P2-2,ZNF614:P1P2,ZNF614,15
12530,chr19,52028350,52028369,ZNF614_-_52531623.23-P1P2-1,ZNF614:P1P2,ZNF614,20
12531,chr19,52028250,52028269,ZNF614_-_52531623.23-P1P2-2,ZNF614:P1P2,ZNF614,120
12532,chr19,52008181,52008200,ZNF615_+_52511430.23-P1P2-1,ZNF615:P1P2,ZNF615,21
12533,chr19,52008168,52008187,ZNF615_+_52511430.23-P1P2-2,ZNF615:P1P2,ZNF615,34
12534,chr19,52008188,52008207,ZNF615_-_52511461.23-P1P2-1,ZNF615:P1P2,ZNF615,14
12535,chr19,52008137,52008156,ZNF615_-_52511461.23-P1P2-2,ZNF615:P1P2,ZNF615,65
12536,chr19,52008192,52008211,ZNF615_-_52511465.23-P1P2-1,ZNF615:P1P2,ZNF615,10
12537,chr19,52008147,52008166,ZNF615_-_52511465.23-P1P2-2,ZNF615:P1P2,ZNF615,55
12538,chr19,52139916,52139935,ZNF616_+_52643165.23-P1P2-1,ZNF616:P1P2,ZNF616,13
12539,chr19,52139911,52139930,ZNF616_+_52643165.23-P1P2-2,ZNF616:P1P2,ZNF616,18
12540,chr19,52139801,52139820,ZNF616_-_52643074.23-P1P2-1,ZNF616:P1P2,ZNF616,128
12541,chr19,52139886,52139905,ZNF616_-_52643074.23-P1P2-2,ZNF616:P1P2,ZNF616,43
12542,chr19,52139897,52139916,ZNF616_-_52643170.23-P1P2-1,ZNF616:P1P2,ZNF616,32
12543,chr19,52139499,52139518,ZNF616_-_52643170.23-P1P2-2,ZNF616:P1P2,ZNF616,430
12544,chr9,113876365,113876384,ZNF618_+_116638641.23-P1P2-1,ZNF618:P1P2,ZNF618,65
12545,chr9,113876381,113876400,ZNF618_+_116638641.23-P1P2-2,ZNF618:P1P2,ZNF618,81
12546,chr9,113876439,113876458,ZNF618_-_116638739.23-P1P2-1,ZNF618:P1P2,ZNF618,139
12547,chr9,113876376,113876395,ZNF618_-_116638739.23-P1P2-2,ZNF618:P1P2,ZNF618,76
12548,chr9,113876523,113876542,ZNF618_-_116638823.23-P1P2-1,ZNF618:P1P2,ZNF618,223
12549,chr9,113876242,113876261,ZNF618_-_116638823.23-P1P2-2,ZNF618:P1P2,ZNF618,58
12550,chr3,40477193,40477212,ZNF619_+_40518680.23-P1P2-1,ZNF619:P1P2,ZNF619,80
12551,chr3,40477202,40477221,ZNF619_+_40518680.23-P1P2-2,ZNF619:P1P2,ZNF619,89
12552,chr3,40477174,40477193,ZNF619_-_40518685.23-P1P2-1,ZNF619:P1P2,ZNF619,61
12553,chr3,40477241,40477260,ZNF619_-_40518685.23-P1P2-2,ZNF619:P1P2,ZNF619,128
12554,chr3,40477204,40477223,ZNF619_-_40518715.23-P1P2-1,ZNF619:P1P2,ZNF619,91
12555,chr3,40477331,40477350,ZNF619_-_40518715.23-P1P2-2,ZNF619:P1P2,ZNF619,218
12556,chr3,40506112,40506131,ZNF620_-_40547623.23-P1P2-1,ZNF620:P1P2,ZNF620,82
12557,chr3,40506138,40506157,ZNF620_-_40547623.23-P1P2-2,ZNF620:P1P2,ZNF620,108
12558,chr3,40506118,40506137,ZNF620_-_40547629.23-P1P2-1,ZNF620:P1P2,ZNF620,88
12559,chr3,40506098,40506117,ZNF620_-_40547629.23-P1P2-2,ZNF620:P1P2,ZNF620,68
12560,chr3,40506129,40506148,ZNF620_-_40547640.23-P1P2-1,ZNF620:P1P2,ZNF620,99
12561,chr3,40506105,40506124,ZNF620_-_40547640.23-P1P2-2,ZNF620:P1P2,ZNF620,75
12562,chr3,40524975,40524994,ZNF621_+_40566462.23-P1P2-1,ZNF621:P1P2,ZNF621,24
12563,chr3,40524961,40524980,ZNF621_+_40566462.23-P1P2-2,ZNF621:P1P2,ZNF621,10
12564,chr3,40525038,40525057,ZNF621_+_40566525.23-P1P2-1,ZNF621:P1P2,ZNF621,87
12565,chr3,40525152,40525171,ZNF621_+_40566525.23-P1P2-2,ZNF621:P1P2,ZNF621,201
12566,chr3,40524994,40525013,ZNF621_-_40566505.23-P1P2-1,ZNF621:P1P2,ZNF621,43
12567,chr3,40525125,40525144,ZNF621_-_40566505.23-P1P2-2,ZNF621:P1P2,ZNF621,174
12568,chr8,143636085,143636104,ZNF623_+_144718251.23-P1P2-1,ZNF623:P1P2,ZNF623,68
12569,chr8,143636054,143636073,ZNF623_+_144718251.23-P1P2-2,ZNF623:P1P2,ZNF623,44
12570,chr8,143636081,143636100,ZNF623_-_144718271.23-P1P2-1,ZNF623:P1P2,ZNF623,71
12571,chr8,143636041,143636060,ZNF623_-_144718271.23-P1P2-2,ZNF623:P1P2,ZNF623,31
12572,chr8,143636207,143636226,ZNF623_-_144718397.23-P1P2-1,ZNF623:P1P2,ZNF623,54
